DateTime,Northing,Easting,Alongshore,Cross_shore,Pressure,Temperature,Heading,Pitch,Roll,Direction,Speed,Site,Season
3/20/2022 22:00,0.032455207,-0.072774777,0.077952723,-0.016519127,1.187,28.63,126.9,3.6,-0.5,-65.96466764,0.079683804,Varari,Wet
3/20/2022 22:02,0.07464424,-0.138191328,0.155673916,-0.020838366,1.208,28.65,126.9,3.7,-0.5,-61.62423779,0.157062426,Varari,Wet
3/20/2022 22:04,0.07309373,-0.123272478,0.142692946,-0.013323675,1.184,28.67,126.8,3.7,-0.5,-59.33441452,0.143313632,Varari,Wet
3/20/2022 22:06,0.092740516,-0.099099979,0.134685074,0.016779148,1.212,28.68,126.8,3.7,-0.6,-46.89864485,0.135726228,Varari,Wet
3/20/2022 22:08,0.065082002,-0.105569509,0.123661768,-0.009399755,1.185,28.69,126.8,3.7,-0.6,-58.34679737,0.124018499,Varari,Wet
3/20/2022 22:10,0.039227304,-0.067530212,0.07769032,-0.007957707,1.25,28.7,126.8,3.7,-0.6,-59.84832759,0.078096805,Varari,Wet
3/20/2022 22:12,0.173935608,-0.17091606,0.240510782,0.040254923,1.232,28.71,126.8,3.7,-0.6,-44.49832655,0.2438563,Varari,Wet
3/20/2022 22:14,0.142320929,-0.136130821,0.193786291,0.035124361,1.237,28.72,126.7,3.7,-0.6,-43.72649879,0.196943767,Varari,Wet
3/20/2022 22:16,0.120468299,-0.137548425,0.182088503,0.016611965,1.225,28.72,126.8,3.7,-0.6,-48.78732582,0.182844689,Varari,Wet
3/20/2022 22:18,0.096763498,-0.145750967,0.174791166,-0.007386955,1.288,28.73,126.8,3.7,-0.7,-56.4199714,0.174947189,Varari,Wet
3/20/2022 22:20,0.070560294,-0.112642702,0.132604161,-0.009125242,1.207,28.73,126.8,3.7,-0.7,-57.93664019,0.13291777,Varari,Wet
3/20/2022 22:22,0.096555966,-0.116154871,0.150725437,0.009841297,1.198,28.73,126.8,3.6,-0.7,-50.26429636,0.151046379,Varari,Wet
3/20/2022 22:24,0.065949176,-0.123316328,0.138528958,-0.019129515,1.269,28.73,126.7,3.6,-0.7,-61.86227169,0.139843522,Varari,Wet
3/20/2022 22:26,0.100873251,-0.130540531,0.164901318,0.004878375,1.211,28.73,126.8,3.6,-0.7,-52.30547851,0.164973462,Varari,Wet
3/20/2022 22:28,0.115100702,-0.134736786,0.176658845,0.013922128,1.233,28.73,126.8,3.6,-0.7,-49.49394808,0.177206584,Varari,Wet
3/20/2022 22:30,-0.000542295,-0.146802448,0.118446922,-0.08672704,1.231,28.73,126.8,3.6,-0.8,269.7883477,0.14680345,Varari,Wet
3/20/2022 22:32,0.155274735,-0.157501871,0.21868989,0.033042623,1.238,28.73,126.8,3.6,-0.8,-45.40796943,0.221172066,Varari,Wet
3/20/2022 22:34,0.056578348,-0.088599696,0.104934579,-0.006304749,1.215,28.73,126.8,3.6,-0.8,-57.43834979,0.105123811,Varari,Wet
3/20/2022 22:36,0.124913159,-0.075346189,0.13437846,0.05676949,1.254,28.73,126.7,3.6,-0.8,-31.0978992,0.145877844,Varari,Wet
3/20/2022 22:38,0.052712103,-0.132507383,0.138184122,-0.035240899,1.251,28.73,126.8,3.6,-0.8,-68.30708878,0.142607056,Varari,Wet
3/20/2022 22:40,0.076402727,-0.135304023,0.15437165,-0.017718605,1.261,28.73,126.8,3.6,-0.8,-60.54769213,0.155385184,Varari,Wet
3/20/2022 22:42,0.09269882,-0.124178647,0.154949635,0.002004544,1.248,28.73,126.8,3.6,-0.8,-53.25882058,0.154962601,Varari,Wet
3/20/2022 22:44,0.143715537,-0.185250058,0.234344318,0.00738106,1.301,28.73,126.7,3.6,-0.8,-52.19597155,0.234460528,Varari,Wet
3/20/2022 22:46,0.083858564,-0.149000043,0.169834394,-0.019737025,1.251,28.73,126.8,3.6,-0.8,-60.62879961,0.170977401,Varari,Wet
3/20/2022 22:48,0.110772359,-0.127693792,0.168416807,0.014560194,1.247,28.73,126.9,3.6,-0.8,-49.05887493,0.169045024,Varari,Wet
3/20/2022 22:50,0.027268521,-0.148555076,0.136211616,-0.065257786,1.287,28.73,126.7,3.6,-0.8,-79.5986707,0.151037025,Varari,Wet
3/20/2022 22:52,0.172659609,-0.034904495,0.129725102,0.119168211,1.262,28.73,126.8,3.6,-0.8,-11.42876348,0.17615239,Varari,Wet
3/20/2022 22:54,0.107547716,-0.114868887,0.156145843,0.019489692,1.288,28.73,126.8,3.6,-0.8,-46.88529449,0.157357467,Varari,Wet
3/20/2022 22:56,0.076590218,-0.164856305,0.178390153,-0.034937317,1.308,28.73,126.7,3.6,-0.9,-65.08099693,0.18177916,Varari,Wet
3/20/2022 22:58,0.126434249,-0.09575204,0.151781215,0.046005819,1.278,28.73,126.7,3.6,-0.9,-37.13762147,0.158600355,Varari,Wet
3/20/2022 23:00,0.115445952,-0.043932264,0.103399376,0.067575,1.331,28.73,126.7,3.6,-0.9,-20.83402208,0.123522515,Varari,Wet
3/20/2022 23:02,0.100899825,-0.153231876,0.183274621,-0.008437764,1.3,28.73,126.7,3.6,-0.9,-56.63597393,0.183468751,Varari,Wet
3/20/2022 23:04,0.022501938,-0.154040208,0.137847453,-0.072338112,1.255,28.73,126.7,3.6,-0.9,-81.68910991,0.155675055,Varari,Wet
3/20/2022 23:06,0.082508464,-0.112809276,0.13976188,0.000443121,1.295,28.73,126.8,3.6,-0.9,-53.81834206,0.139762583,Varari,Wet
3/20/2022 23:08,0.075795947,-0.124973498,0.145657424,-0.01213737,1.329,28.73,126.7,3.6,-0.9,-58.76334919,0.146162241,Varari,Wet
3/20/2022 23:10,0.134802406,-0.154094712,0.203900107,0.018482838,1.332,28.73,126.8,3.6,-0.9,-48.8204914,0.204736096,Varari,Wet
3/20/2022 23:12,0.088828094,-0.090347791,0.125304742,0.018758339,1.313,28.74,126.8,3.6,-0.9,-45.48594774,0.12670104,Varari,Wet
3/20/2022 23:14,0.093545832,-0.149737733,0.176125231,-0.012333463,1.298,28.74,126.8,3.6,-0.9,-58.00569343,0.176556538,Varari,Wet
3/20/2022 23:16,0.170174419,-0.112602406,0.191123273,0.071487963,1.288,28.74,126.9,3.6,-0.9,-33.49213636,0.204055469,Varari,Wet
3/20/2022 23:18,0.154635367,-0.119570038,0.187626581,0.054821135,1.348,28.74,126.8,3.6,-0.9,-37.71258037,0.195471457,Varari,Wet
3/20/2022 23:20,0.092950377,-0.198784355,0.215454782,-0.041644077,1.335,28.74,126.8,3.6,-0.9,-64.93949018,0.219442458,Varari,Wet
3/20/2022 23:22,0.113135367,-0.114368288,0.159025189,0.024304441,1.297,28.74,126.7,3.6,-0.9,-45.31050267,0.16087174,Varari,Wet
3/20/2022 23:24,0.147526336,-0.153922175,0.21123946,0.028878129,1.332,28.74,126.8,3.6,-0.9,-46.21546326,0.213204258,Varari,Wet
3/20/2022 23:26,0.100568883,-0.111470072,0.149294089,0.015841471,1.291,28.74,126.7,3.6,-1,-47.94305676,0.150132199,Varari,Wet
3/20/2022 23:28,0.060544583,-0.078243181,0.098887277,0.002991409,1.345,28.74,126.7,3.6,-0.9,-52.26729127,0.098932512,Varari,Wet
3/20/2022 23:30,0.075909344,-0.172723138,0.184354347,-0.040112164,1.358,28.75,126.8,3.6,-1,-66.27519928,0.188667727,Varari,Wet
3/20/2022 23:32,0.068871151,-0.197383287,0.20016788,-0.060301054,1.313,28.75,126.8,3.6,-0.9,-70.76505368,0.209053575,Varari,Wet
3/20/2022 23:34,0.156043006,-0.148005285,0.211458568,0.03924612,1.338,28.75,126.8,3.6,-1,-43.48570023,0.215069719,Varari,Wet
3/20/2022 23:36,0.103427118,-0.176398396,0.203502235,-0.02001008,1.325,28.75,126.8,3.6,-1,-59.6157587,0.204483649,Varari,Wet
3/20/2022 23:38,0.120576603,-0.167015029,0.205991145,-0.00062045,1.41,28.75,126.8,3.6,-1,-54.1725757,0.20599208,Varari,Wet
3/20/2022 23:40,0.077831069,-0.138115449,0.1574857,-0.018215567,1.349,28.75,126.8,3.6,-1,-60.59779187,0.158535651,Varari,Wet
3/20/2022 23:42,0.17730926,-0.200116153,0.266117136,0.025820881,1.401,28.75,126.8,3.6,-1,-48.45803863,0.267366879,Varari,Wet
3/20/2022 23:44,0.106062492,-0.09558033,0.13966808,0.02962565,1.328,28.75,126.8,3.6,-1,-42.02422587,0.142775529,Varari,Wet
3/20/2022 23:46,0.177878247,-0.187370059,0.256139772,0.033773168,1.359,28.75,126.8,3.6,-1,-46.48862664,0.258356749,Varari,Wet
3/20/2022 23:48,0.074505193,-0.148344557,0.163806322,-0.026918775,1.35,28.75,126.8,3.6,-1,-63.33217464,0.166003408,Varari,Wet
3/20/2022 23:50,0.108616728,-0.215005324,0.237786272,-0.03850418,1.383,28.75,126.6,3.6,-1,-63.19793552,0.240883546,Varari,Wet
3/20/2022 23:52,0.105975694,-0.118758306,0.158368437,0.015931757,1.389,28.75,126.6,3.6,-1,-48.25541052,0.159167782,Varari,Wet
3/20/2022 23:54,0.160530768,-0.165770436,0.228468717,0.032434702,1.359,28.75,126.6,3.6,-1,-45.91996306,0.230759539,Varari,Wet
3/20/2022 23:56,0.104496187,-0.194287173,0.218602942,-0.029659944,1.408,28.75,126.8,3.6,-1,-61.72668144,0.22060589,Varari,Wet
3/20/2022 23:58,0.128142939,-0.050625537,0.116277449,0.073912871,1.343,28.75,126.8,3.6,-1,-21.55753028,0.137780832,Varari,Wet
3/21/2022 0:00,0.125438451,-0.169910678,0.211191498,0.001610847,1.382,28.75,126.7,3.6,-1,-53.56298918,0.211197641,Varari,Wet
3/21/2022 0:02,0.139373092,-0.13562674,0.191645786,0.033035802,1.35,28.75,126.7,3.6,-1,-44.21950192,0.194472289,Varari,Wet
3/21/2022 0:04,0.083219548,-0.092557797,0.123796053,0.01292192,1.331,28.75,126.6,3.6,-1,-48.04100487,0.124468626,Varari,Wet
