DateTime,Northing,Easting,Alongshore,Cross_shore,Pressure,Temperature,Heading,Pitch,Roll,Direction,Speed,Site,Season
8/4/2021 18:45,0.011695914,-0.082242325,0.073410125,-0.038878632,1.175,27.04,36.9,-0.9,8.4,-81.9060786,0.083069817,Varari,Dry
8/4/2021 18:47,0.059488107,-0.077295632,0.097499712,0.002693657,1.18,27.03,37,-0.8,8.4,-52.41747274,0.097536914,Varari,Dry
8/4/2021 18:49,0.02031972,-0.057536171,0.058491371,-0.017379914,1.175,27.03,36.9,-0.8,8.4,-70.5485996,0.061018866,Varari,Dry
8/4/2021 18:51,0.059478145,-0.080108425,0.099769453,0.001032279,1.192,27.03,37,-0.8,8.4,-53.40720214,0.099774793,Varari,Dry
8/4/2021 18:53,0.021574664,-0.07241901,0.071269479,-0.025112557,1.18,27.03,37,-0.8,8.4,-73.41044965,0.075564404,Varari,Dry
8/4/2021 18:55,0.034051486,-0.044149341,0.055732528,0.0015979,1.185,27.03,36.9,-0.8,8.4,-52.35773048,0.05575543,Varari,Dry
8/4/2021 18:57,0.014627829,-0.053100288,0.051557057,-0.019377404,1.187,27.03,36.9,-0.8,8.4,-74.59842292,0.055078253,Varari,Dry
8/4/2021 18:59,0.034376032,-0.063737092,0.071770115,-0.009652929,1.178,27.03,36.9,-0.8,8.4,-61.66019174,0.072416354,Varari,Dry
8/4/2021 19:01,0.05487128,-0.099380114,0.11265273,-0.014022367,1.198,27.03,36.9,-0.8,8.4,-61.09535594,0.113522088,Varari,Dry
8/4/2021 19:03,0.01048498,-0.040045572,0.038560465,-0.015055669,1.191,27.03,37,-0.8,8.3,-75.3278187,0.041395442,Varari,Dry
8/4/2021 19:05,0.031242989,-0.068839778,0.074056719,-0.015186897,1.196,27.03,37,-0.8,8.3,-65.58903879,0.07559788,Varari,Dry
8/4/2021 19:07,0.051215003,-0.060313855,0.078898357,0.005982213,1.187,27.03,37.1,-0.8,8.3,-49.66402896,0.079124823,Varari,Dry
8/4/2021 19:09,0.020628434,-0.088807933,0.083972216,-0.035511239,1.18,27.03,36.9,-0.8,8.3,-76.92314825,0.091172261,Varari,Dry
8/4/2021 19:11,0.026800635,-0.095149514,0.092730592,-0.034245312,1.204,27.02,36.9,-0.8,8.3,-74.26913601,0.09885193,Varari,Dry
8/4/2021 19:13,0.052561613,-0.060618388,0.079936247,0.006892644,1.192,27.02,36.9,-0.8,8.3,-49.07176035,0.080232862,Varari,Dry
8/4/2021 19:15,0.026445506,-0.055639005,0.060557179,-0.011308923,1.181,27.02,37.1,-0.8,8.3,-64.57801813,0.061604088,Varari,Dry
8/4/2021 19:17,0.029661758,-0.104425891,0.101917065,-0.037383132,1.185,27.02,37,-0.8,8.3,-74.14301381,0.108556836,Varari,Dry
8/4/2021 19:19,0.059262416,-0.072208875,0.093251782,0.00550099,1.19,27.02,37.1,-0.8,8.3,-50.6239931,0.093413894,Varari,Dry
8/4/2021 19:21,0.042708795,-0.076064705,0.086641239,-0.010157571,1.194,27.02,37.1,-0.8,8.3,-60.6866695,0.08723463,Varari,Dry
8/4/2021 19:23,0.029499786,-0.131201964,0.123484158,-0.053252751,1.221,27.01,37,-0.8,8.3,-77.32820266,0.13447748,Varari,Dry
8/4/2021 19:25,0.036481747,-0.057442866,0.067915688,-0.004249716,1.185,27.01,37,-0.8,8.3,-57.58052383,0.068048517,Varari,Dry
8/4/2021 19:27,0.027350734,-0.096771721,0.094366325,-0.034753782,1.189,27.01,37.1,-0.8,8.3,-74.21803847,0.100562561,Varari,Dry
8/4/2021 19:29,0.055931551,-0.066809001,0.086925358,0.00598023,1.207,27.01,36.9,-0.8,8.3,-50.06440656,0.087130827,Varari,Dry
8/4/2021 19:31,0.013024311,-0.073558447,0.067165531,-0.032699681,1.201,27.01,37,-0.8,8.3,-79.95923297,0.074702595,Varari,Dry
8/4/2021 19:33,0.026516102,-0.094903157,0.09236404,-0.034330699,1.205,27,36.9,-0.8,8.3,-74.38954717,0.098537875,Varari,Dry
8/4/2021 19:35,0.049090129,-0.066795071,0.082892801,0.000453591,1.207,27,36.9,-0.8,8.3,-53.68647952,0.082894042,Varari,Dry
8/4/2021 19:37,0.035802306,-0.057590441,0.067635713,-0.004886137,1.199,27,37,-0.8,8.3,-58.13198211,0.067811975,Varari,Dry
8/4/2021 19:39,0.00156725,-0.100637834,0.082338924,-0.057885503,1.208,27,37,-0.8,8.3,-89.10779552,0.100650036,Varari,Dry
8/4/2021 19:41,0.067993005,-0.078913705,0.103807815,0.008623185,1.207,27,37,-0.8,8.3,-49.25141404,0.104165357,Varari,Dry
8/4/2021 19:43,0.017183761,-0.090056017,0.08295721,-0.039031644,1.216,26.99,36.9,-0.8,8.3,-79.1971411,0.091680793,Varari,Dry
8/4/2021 19:45,0.063659945,-0.080930281,0.102892349,0.003932352,1.224,26.99,36.9,-0.8,8.3,-51.8113283,0.102967465,Varari,Dry
8/4/2021 19:47,0.007129209,-0.105894794,0.089861132,-0.056475747,1.213,26.99,37,-0.8,8.3,-86.14845896,0.106134504,Varari,Dry
8/4/2021 19:49,0.07401644,-0.083020824,0.11067103,0.011082142,1.205,26.99,36.9,-0.8,8.3,-48.28169822,0.111224506,Varari,Dry
8/4/2021 19:51,0.0419342,-0.069159672,0.080599655,-0.006725555,1.224,26.98,37,-0.8,8.3,-58.76993689,0.080879771,Varari,Dry
8/4/2021 19:53,0.040254667,-0.039151847,0.055335609,0.009553832,1.216,26.98,37,-0.8,8.3,-44.20431098,0.056154299,Varari,Dry
8/4/2021 19:55,0.039457002,-0.078279523,0.086521708,-0.014090164,1.203,26.98,36.9,-0.8,8.3,-63.24948985,0.087661501,Varari,Dry
8/4/2021 19:57,0.036932604,-0.059285459,0.069671384,-0.004968014,1.228,26.98,36.9,-0.8,8.3,-58.07865136,0.069848285,Varari,Dry
8/4/2021 19:59,0.085224575,-0.058854832,0.097708307,0.034354128,1.221,26.98,37,-0.8,8.3,-34.62838485,0.103571808,Varari,Dry
8/4/2021 20:01,0.010705757,-0.110975784,0.096073981,-0.05656879,1.227,26.97,36.9,-0.8,8.3,-84.48976718,0.111490977,Varari,Dry
8/4/2021 20:03,0.038678456,-0.081649034,0.088790082,-0.016700569,1.222,26.97,37,-0.8,8.3,-64.65233489,0.09034704,Varari,Dry
8/4/2021 20:05,0.095455415,-0.112891531,0.147438453,0.010869076,1.224,26.97,37,-0.8,8.3,-49.78381545,0.147838541,Varari,Dry
8/4/2021 20:07,0.054512657,-0.06583887,0.085306501,0.005402549,1.247,26.96,36.9,-0.8,8.3,-50.3762387,0.085477404,Varari,Dry
8/4/2021 20:09,0.027012341,-0.01967,0.03179082,0.010291707,1.246,26.96,36.9,-0.8,8.3,-36.0615706,0.033415198,Varari,Dry
8/4/2021 20:11,0.066788595,-0.095623727,0.116618571,-0.002173108,1.239,26.96,37,-0.8,8.3,-55.06754448,0.116638816,Varari,Dry
8/4/2021 20:13,0.058576922,-0.054190586,0.078271756,0.015537297,1.215,26.96,36.9,-0.8,8.3,-42.77248022,0.079798969,Varari,Dry
