DateTime,Northing,Easting,Alongshore,Cross_shore,Pressure,Temperature,Heading,Pitch,Roll,Direction,Speed,Site,Season
8/8/2021 17:00,0.00159446,0.021845348,-0.00373777,0.021582183,1.681,27.73,354.9,-2.8,0.7,85.82546771,0.02190346,Cabral,Dry
8/8/2021 17:02,-0.005247369,0.050390413,-0.017282044,0.047624148,1.674,27.72,354.8,-2.8,0.7,95.94502749,0.050662891,Cabral,Dry
8/8/2021 17:04,0.001863609,0.013543256,-0.001468159,0.013591811,1.648,27.74,354.8,-2.8,0.7,82.16506468,0.013670875,Cabral,Dry
8/8/2021 17:06,-0.002942988,0.007867867,-0.004758978,0.006922185,1.668,27.75,354.8,-2.8,0.7,110.5083904,0.008400269,Cabral,Dry
8/8/2021 17:08,-0.00268448,0.038091222,-0.01181984,0.036310315,1.67,27.75,354.8,-2.8,0.7,94.03125675,0.038185699,Cabral,Dry
8/8/2021 17:10,0.001651836,-0.045335763,0.012570483,-0.043589481,1.653,27.74,354.9,-2.8,0.7,-87.91331603,0.045365845,Cabral,Dry
8/8/2021 17:12,-0.004004513,0.013187983,-0.007076024,0.011827464,1.65,27.75,354.9,-2.8,0.7,106.8908411,0.013782562,Cabral,Dry
8/8/2021 17:14,-0.00568749,0.074924134,-0.023644336,0.071322638,1.646,27.76,354.9,-2.8,0.7,94.34099692,0.075139692,Cabral,Dry
8/8/2021 17:16,-0.000251617,0.026431827,-0.00663858,0.025585817,1.638,27.74,355,-2.8,0.6,90.54540856,0.026433025,Cabral,Dry
8/8/2021 17:18,0.001747323,0.021409636,-0.00348404,0.021196394,1.629,27.75,354.9,-2.8,0.6,85.33421218,0.02148082,Cabral,Dry
8/8/2021 17:20,0.005550707,0.015046406,0.001745772,0.015942301,1.643,27.73,354.9,-2.8,0.6,69.75068985,0.016037602,Cabral,Dry
8/8/2021 17:22,0.002098034,0.012649495,-0.001024476,0.012781311,1.636,27.7,354.9,-2.8,0.6,80.58270321,0.012822303,Cabral,Dry
8/8/2021 17:24,0.003221516,0.002396239,0.00254612,0.003104415,1.621,27.66,354.9,-2.8,0.6,36.64273381,0.004014987,Cabral,Dry
8/8/2021 17:26,-0.002082201,-0.016121139,0.001879706,-0.016146002,1.628,27.62,354.9,-2.8,0.6,262.6404393,0.016255051,Cabral,Dry
8/8/2021 17:28,0.001250196,-0.007628452,0.003058549,-0.007099405,1.635,27.57,354.9,-2.8,0.6,-80.69276754,0.007730218,Cabral,Dry
8/8/2021 17:30,0.003398496,0.008503143,0.001240449,0.009072734,1.634,27.54,354.9,-2.8,0.6,68.21463352,0.00915714,Cabral,Dry
8/8/2021 17:32,-0.001818656,-0.013913733,0.001601403,-0.013940408,1.614,27.5,354.9,-2.8,0.6,262.5531205,0.014032087,Cabral,Dry
8/8/2021 17:34,-0.000865755,-0.02931781,0.006252581,-0.028656391,1.634,27.47,354.9,-2.8,0.6,268.3085463,0.02933059,Cabral,Dry
8/8/2021 17:36,0.006760395,-0.014018935,0.00995107,-0.011967025,1.599,27.48,354.9,-2.8,0.6,-64.25509428,0.015563852,Cabral,Dry
8/8/2021 17:38,-0.008719426,0.046725203,-0.019764271,0.043227845,1.63,27.47,354.9,-2.8,0.6,100.5704281,0.047531811,Cabral,Dry
8/8/2021 17:40,0.00667039,-0.027449721,0.01311294,-0.025020633,1.617,27.47,354.9,-2.8,0.6,-76.34163871,0.028248562,Cabral,Dry
8/8/2021 17:42,-0.009171145,-0.028738954,-0.00194614,-0.030103985,1.621,27.47,354.9,-2.8,0.6,252.3011318,0.030166826,Cabral,Dry
8/8/2021 17:44,0.001809999,-0.021268542,0.006901561,-0.020198897,1.611,27.48,355,-2.8,0.6,-85.13572484,0.021345421,Cabral,Dry
8/8/2021 17:46,-0.001436247,0.013402896,-0.004636039,0.012657313,1.592,27.49,355,-2.8,0.6,96.11644557,0.01347963,Cabral,Dry
8/8/2021 17:48,-0.004804789,0.045711387,-0.015720652,0.04319118,1.608,27.5,354.8,-2.8,0.6,96.00040741,0.045963213,Cabral,Dry
8/8/2021 17:50,0.002201286,0.000650672,0.001978487,0.001163883,1.615,27.51,354.9,-2.8,0.6,16.46700211,0.002295438,Cabral,Dry
8/8/2021 17:52,-0.001282809,-0.018974322,0.0033456,-0.018721043,1.601,27.52,354.9,-2.8,0.6,266.1322541,0.019017637,Cabral,Dry
