Site,date,TempInSitu,Salinity_psu,Depth,pH,DO_mg_L,Rn_dpm_L,PAR_calc
Cabral,2021-09-01T11:35:00Z,26.253609703504,37.0123151111041,0.379,7.788236524934666,8.331,NA,33.100107113757986
Cabral,2021-09-01T11:36:00Z,26.2535401617251,36.9988323838475,0.289,7.788067727908337,8.383,NA,32.81850433427826
Cabral,2021-09-01T11:37:00Z,26.2434706199461,36.9853682707381,0.293,7.788574118987324,8.443,NA,33.719616559395945
Cabral,2021-09-01T11:38:00Z,26.2834010781671,37.0693801340976,0.257,7.788236524934666,8.418,NA,31.410419400021055
Cabral,2021-09-01T11:39:00Z,26.2533315363881,37.0719403918354,0.325,7.787561336829349,8.402,NA,34.62068029371221
Cabral,2021-09-01T11:40:00Z,26.2732619946092,37.1019641852091,0.297,7.786717351697703,8.405,NA,30.002216063694505
Cabral,2021-09-01T11:41:00Z,26.2331924528302,36.9881919757008,0.268,7.786379757645045,8.416,NA,32.70586189649839
Cabral,2021-09-01T11:42:00Z,26.2731229110512,37.0966404418711,0.289,7.786717351697703,8.439,NA,32.22712308262271
Cabral,2021-09-01T11:43:00Z,26.2530533692722,37.0639962166686,0.257,7.7853669754870705,8.394,NA,33.212746899574995
Cabral,2021-09-01T11:44:00Z,26.2529838274933,37.0721577034091,0.297,7.7853669754870705,8.397,NA,30.56551160711024
Cabral,2021-09-01T11:45:00Z,26.2429142857143,36.9857149707421,0.279,7.785999179640183,8.39,NA,35.352758874505525
Cabral,2021-09-01T11:46:00Z,26.2328447439353,37.045097045024,0.261,7.786210960618716,8.321,NA,28.931902334661572
Cabral,2021-09-01T11:47:00Z,26.2327752021563,37.0803311722093,0.291,7.787561336829349,8.253,NA,29.77689254150755
Cabral,2021-09-01T11:48:00Z,26.1927056603774,37.0207704667977,0.284,7.786717351697703,8.299,NA,35.24013348395965
Cabral,2021-09-01T11:49:00Z,26.2226361185984,37.1075318350838,0.26,7.789249307092641,8.308,NA,33.04378693671242
Cabral,2021-09-01T11:50:00Z,26.2325665768194,37.0723401678371,0.25,7.786886148724033,8.182,NA,37.66141243306993
Cabral,2021-09-01T11:51:00Z,26.1824970350404,37.0587060871409,0.334,7.785873366566058,8.165,NA,138.50790259427959
Cabral,2021-09-01T11:52:00Z,26.1624274932615,37.0506023212144,0.302,7.7853669754870705,8.185,NA,102.62332422166219
Cabral,2021-09-01T11:53:00Z,26.1823579514825,37.1156266228397,0.318,7.784354193329095,8.162,NA,370.5312638869
Cabral,2021-09-01T11:54:00Z,26.1822884097035,37.1129600061144,0.323,7.785029381434413,8.177,NA,216.59195293947778
Cabral,2021-09-01T11:55:00Z,26.1722188679245,37.0669658893217,0.275,7.784016599276438,8.174,NA,76.5789865455481
Cabral,2021-09-01T11:56:00Z,26.1821493261456,37.0697618088088,0.309,7.784860584408083,8.184,NA,31.945505622261408
Cabral,2021-09-01T11:57:00Z,26.1820797843666,37.0914103228014,0.277,7.784016599276438,8.172,NA,29.35440276683221
Cabral,2021-09-01T11:58:00Z,26.1820102425876,37.1158444570243,0.262,7.783847802250108,8.165,NA,28.903735260242684
Cabral,2021-09-01T11:59:00Z,26.1719407008086,37.075270438885,0.38,7.784016599276438,8.177,NA,35.88771913378878
Cabral,2021-09-01T12:00:00Z,26.1618711590296,37.032051063933,0.25,7.784860584408083,8.192,NA,20.620560934334208
Cabral,2021-09-01T12:01:00Z,26.1818016172507,37.1132649468314,0.26,7.786886148724033,8.14,NA,33.77593446339233
Cabral,2021-09-01T12:02:00Z,26.1617320754717,37.0942621759015,0.311,7.787027239612319,8.129,NA,33.691457536366215
Cabral,2021-09-01T12:03:00Z,26.1616625336927,37.0943057215923,0.291,7.787730133855678,8.127,NA,50.74714767788828
Cabral,2021-09-01T12:04:00Z,26.1715929919137,37.0916768670308,0.284,7.789249307092641,8.11,NA,78.43262064677765
Cabral,2021-09-01T12:05:00Z,26.1615234501348,37.1296386229522,0.353,7.789727811133192,8.103,NA,34.81778152198967
Cabral,2021-09-01T12:06:00Z,26.1414539083558,37.0484792144127,0.278,7.79225959693401,8.129,NA,29.410735352546908
Cabral,2021-09-01T12:07:00Z,26.1413843665768,37.0539457057141,0.273,7.792569070819529,8.131,NA,28.42488774778394
Cabral,2021-09-01T12:08:00Z,26.1613148247978,37.081042068482,0.287,7.794425589387769,8.14,NA,38.75931888011473
Cabral,2021-09-01T12:09:00Z,26.1612452830189,37.0865073646303,0.246,7.794256814972474,8.121,NA,33.43802419814165
Cabral,2021-09-01T12:10:00Z,26.1711757412399,37.078459366799,0.302,7.793919266141885,8.077,NA,33.832252177970076
Cabral,2021-09-01T12:11:00Z,26.1111061994609,37.0164377597372,0.305,7.794256814972474,8.135,NA,33.07194704891299
Cabral,2021-09-01T12:12:00Z,26.1410366576819,37.0676480890876,0.303,7.794425589387769,8.182,NA,36.3381987262037
Cabral,2021-09-01T12:13:00Z,26.170967115903,37.1029109218982,0.28,7.792906619650118,8.185,NA,35.24013348395965
Cabral,2021-09-01T12:14:00Z,26.180897574124,37.1382248575597,0.3,7.793961328543475,8.184,NA,34.62068029371221
Cabral,2021-09-01T12:15:00Z,26.160828032345,37.0840576455987,0.282,7.796323932997384,8.206,NA,40.11048950789336
Cabral,2021-09-01T12:16:00Z,26.170758490566,37.1220168367505,0.259,7.794130086004468,8.181,NA,39.913450584299426
Cabral,2021-09-01T12:17:00Z,26.1706889487871,37.111217202053,0.275,7.796998962841357,8.194,NA,36.563433977091336
Cabral,2021-09-01T12:18:00Z,26.1606194070081,37.1193597456763,0.271,7.798657981572475,8.15,NA,35.97218498064831
Cabral,2021-09-01T12:19:00Z,26.1605498652291,37.089653687659,0.3,7.796830205380364,8.161,NA,38.027389249509724
Cabral,2021-09-01T12:20:00Z,26.1304803234501,37.0922903414368,0.305,7.79815174309242,8.15,NA,39.74455823222888
Cabral,2021-09-01T12:21:00Z,26.1404107816712,37.1167101396936,0.278,7.799501712372567,8.205,NA,33.015626777156285
Cabral,2021-09-01T12:22:00Z,26.1703412398922,37.1114350348776,0.291,7.797982996932402,8.195,NA,30.62184011944919
Cabral,2021-09-01T12:23:00Z,26.1802716981132,37.1359067076778,0.298,7.798657981572475,8.205,NA,33.100107113757986
Cabral,2021-09-01T12:24:00Z,26.1802021563342,37.1034260385597,0.269,7.798489235412457,8.199,NA,33.26906650835008
Cabral,2021-09-01T12:25:00Z,26.1601326145553,37.046616159083,0.303,7.7976455046123645,8.215,NA,32.8748252690275
Cabral,2021-09-01T12:26:00Z,26.1600630727763,37.1007295401121,0.268,7.800007950852622,8.213,NA,33.691457536366215
Cabral,2021-09-01T12:27:00Z,26.1599935309973,37.0927130472413,0.257,7.798995473892512,8.273,NA,31.12878820523838
Cabral,2021-09-01T12:28:00Z,26.2099239892183,37.1281581246641,0.312,7.799543124088388,8.257,NA,31.832857312059787
Cabral,2021-09-01T12:29:00Z,26.1898544474394,37.106389055015,0.277,7.800724228568142,8.301,NA,34.98672358524709
Cabral,2021-09-01T12:30:00Z,26.1897849056604,37.1308212828878,0.282,7.8020740622592895,8.257,NA,33.26906650835008
Cabral,2021-09-01T12:31:00Z,26.1397153638814,37.0549896385824,0.293,7.799501712372567,8.334,NA,33.86041096422923
Cabral,2021-09-01T12:32:00Z,26.2096458221024,37.1065885941734,0.264,7.799501712372567,8.345,NA,31.24144125148814
Cabral,2021-09-01T12:33:00Z,26.2295762803234,37.1285082351677,0.321,7.79713926613231,8.345,NA,35.296446273932816
Cabral,2021-09-01T12:34:00Z,26.2095067385445,37.0877155788363,0.264,7.801905333047896,8.311,NA,29.55156598792746
Cabral,2021-09-01T12:35:00Z,26.2094371967655,37.0742171390706,0.312,7.804942458852977,8.277,NA,34.02936268735357
Cabral,2021-09-01T12:36:00Z,26.2093676549865,37.0688440723782,0.262,7.804773729641584,8.306,NA,33.57882097070251
Cabral,2021-09-01T12:37:00Z,26.1892981132075,37.0850606455881,0.294,7.80660061267836,8.267,NA,15.716344632317487
Cabral,2021-09-01T12:38:00Z,26.1692285714286,36.9933273275815,0.294,7.806094458935756,8.327,NA,33.691457536366215
Cabral,2021-09-01T12:39:00Z,26.2291590296496,37.031231039832,0.294,7.805082151450548,8.388,NA,33.94488703888419
Cabral,2021-09-01T12:40:00Z,26.2390894878706,37.017790739185,0.28,7.802580249893469,8.391,NA,33.52250240374269
Cabral,2021-09-01T12:41:00Z,26.2190199460916,36.8994570090866,0.268,7.804744715622145,8.343,NA,34.98672358524709
Cabral,2021-09-01T12:42:00Z,26.2089504043127,36.9316846498221,0.302,7.803226254394333,8.377,NA,34.282787075691886
Cabral,2021-09-01T12:43:00Z,26.2388808625337,36.8915008923847,0.266,7.803563690222735,8.438,NA,33.60698018315088
Cabral,2021-09-01T12:44:00Z,26.2488113207547,36.9318164425829,0.303,7.806094458935756,8.41,NA,33.38170515762977
Cabral,2021-09-01T12:45:00Z,26.2487417789757,36.9371957897807,0.236,7.8040698439653395,8.431,NA,34.08567954956743
Cabral,2021-09-01T12:46:00Z,26.2386722371968,36.9937703744484,0.293,7.8054195872789505,8.471,NA,34.78962434571804
Cabral,2021-09-01T12:47:00Z,26.2286026954178,36.9212119954295,0.271,7.806641221467636,8.568,NA,36.816820012350945
Cabral,2021-09-01T12:48:00Z,26.2485331536388,37.0154815523302,0.298,7.81352830861745,8.635,NA,37.09835555370228
Cabral,2021-09-01T12:49:00Z,26.2784636118598,37.0345281617802,0.282,7.814034377650966,8.615,NA,34.508049978674535
Cabral,2021-09-01T12:50:00Z,26.268394070080902,37.0426411186055,0.255,7.809311066671483,8.644,NA,41.968171044012706
Cabral,2021-09-01T12:51:00Z,26.2783245283019,37.0319106500275,0.246,7.810660584094192,8.583,NA,42.61549646824278
Cabral,2021-09-01T12:52:00Z,26.2682549865229,37.0129757701069,0.214,7.809817135704998,8.6,NA,38.083692664979026
Cabral,2021-09-01T12:53:00Z,26.2381854447439,37.018354795561,0.309,7.810660584094192,8.572,NA,37.351733492942
Cabral,2021-09-01T12:54:00Z,26.238115902965,36.9027217075452,0.211,7.810323204738515,8.64,NA,41.405259018483775
Cabral,2021-09-01T12:55:00Z,26.248046361186,36.9672355509803,0.295,7.814342029630013,8.699,NA,41.095649334281916
Cabral,2021-09-01T12:56:00Z,26.287976819407,36.9970261948817,0.279,7.813329959314374,8.699,NA,155.00955475310548
Cabral,2021-09-01T12:57:00Z,26.277907277628,36.916281710961,0.227,7.814887719414361,8.704,NA,131.8466681273203
Cabral,2021-09-01T12:58:00Z,26.2878377358491,36.9567121184485,0.298,7.814887719414361,8.723,NA,200.40234258588316
Cabral,2021-09-01T12:59:00Z,26.3177681940701,36.9245168561179,0.227,7.815393703767138,8.778,NA,131.73469182469125
Cabral,2021-09-01T13:00:00Z,26.2976986522911,36.9164716360095,0.255,7.818905510776359,8.825,NA,100.94065179087556
Cabral,2021-09-01T13:01:00Z,26.3176291105121,36.9192013933418,0.302,7.817586302629171,8.899,NA,140.1867846610039
Cabral,2021-09-01T13:02:00Z,26.3375595687332,36.9651306036264,0.261,7.817556309473917,8.921,NA,35.4653835074605
Cabral,2021-09-01T13:03:00Z,26.3374900269542,36.975975948495,0.218,7.81724897972732,8.898,NA,565.1646867265426
Cabral,2021-09-01T13:04:00Z,26.3374204851752,36.9652171150346,0.263,7.817586302629171,8.861,NA,54.54431585055863
Cabral,2021-09-01T13:05:00Z,26.3273509433962,36.9841122844905,0.245,7.8180922869819485,8.975,NA,42.64364048394782
Cabral,2021-09-01T13:06:00Z,26.3372814016173,36.986908430323,0.255,7.817387659311112,9.035,NA,34.93040975356416
Cabral,2021-09-01T13:07:00Z,26.3572118598383,36.9897534825679,0.254,7.816544408497085,9.094,NA,42.75621607348148
Cabral,2021-09-01T13:08:00Z,26.3771423180593,36.9980654541949,0.234,7.812863782003253,9.141,NA,43.91007220633401
Cabral,2021-09-01T13:09:00Z,26.3770727762803,37.0197735350018,0.259,7.811811853840916,9.136,NA,36.816820012350945
Cabral,2021-09-01T13:10:00Z,26.3570032345013,37.0115554955046,0.268,7.812189136199551,9.176,NA,32.142638341782
Cabral,2021-09-01T13:11:00Z,26.3769336927224,36.9927976566548,0.213,7.816207108171476,9.139,NA,37.83032580408326
Cabral,2021-09-01T13:12:00Z,26.3568641509434,36.9386801089929,0.329,7.815026557031838,9.117,NA,36.39450782300628
Cabral,2021-09-01T13:13:00Z,26.3467946091644,36.9360367331075,0.198,7.817387659311112,9.152,NA,33.55066171089857
Cabral,2021-09-01T13:14:00Z,26.3567250673854,36.9684592451687,0.254,7.81603845800867,9.176,NA,37.04204882419435
Cabral,2021-09-01T13:15:00Z,26.3566555256065,36.9873999704675,0.243,7.81603845800867,9.11,NA,33.128267131243774
Cabral,2021-09-01T13:16:00Z,26.3465859838275,36.9361663541615,0.231,7.813340055403786,9.171,NA,34.874095732477144
Cabral,2021-09-01T13:17:00Z,26.3865164420485,36.966051448295,0.193,7.8093218915338145,9.252,NA,34.17015448773964
Cabral,2021-09-01T13:18:00Z,26.3964469002695,36.9932700851408,0.25,7.811683151846774,9.211,NA,31.10062482527428
Cabral,2021-09-01T13:19:00Z,26.3963773584906,36.9851471525107,0.225,7.815532507520254,9.285,NA,38.30890443319004
Cabral,2021-09-01T13:20:00Z,26.3963078167116,36.9933566173063,0.3,7.817893609799528,9.208,NA,38.90007090941435
Cabral,2021-09-01T13:21:00Z,26.3862382749326,36.9635263920174,0.272,7.820125100616308,9.238,NA,35.83140833247671
Cabral,2021-09-01T13:22:00Z,26.4061687331536,36.9691433737908,0.256,7.819420399078075,9.277,NA,38.50596224495166
Cabral,2021-09-01T13:23:00Z,26.4060991913747,36.9772778208713,0.227,7.823635947805917,9.298,NA,39.74455823222888
Cabral,2021-09-01T13:24:00Z,26.4060296495957,36.9962746583007,0.288,7.818914533230734,9.287,NA,31.24144125148814
Cabral,2021-09-01T13:25:00Z,26.4059601078167,36.9584851790809,0.25,7.820769374670984,9.316,NA,32.28344600638957
Cabral,2021-09-01T13:26:00Z,26.3958905660377,36.9746592325149,0.27,7.826847319204791,9.349,NA,34.11383790964828
Cabral,2021-09-01T13:27:00Z,26.4358210242588,36.9885287921992,0.238,7.822632475583284,9.312,NA,33.635139348240045
Cabral,2021-09-01T13:28:00Z,26.4057514824798,36.9667056938166,0.227,7.82549856924591,9.336,NA,36.1411153959707
Cabral,2021-09-01T13:29:00Z,26.4356819407008,36.9805281251276,0.299,7.825329975501049,9.26,NA,33.60698018315088
Cabral,2021-09-01T13:30:00Z,26.3956123989218,36.9450874015046,0.214,7.828739844012585,9.294,NA,35.97218498064831
Cabral,2021-09-01T13:31:00Z,26.4355428571429,36.9913975310701,0.275,7.826548345263708,9.255,NA,32.90298566536512
Cabral,2021-09-01T13:32:00Z,26.3954733153639,36.912808914493,0.197,7.82584333800768,9.321,NA,40.27937816771373
Cabral,2021-09-01T13:33:00Z,26.3954037735849,36.9317310232099,0.284,7.838828153821586,9.341,NA,33.46618364736423
Cabral,2021-09-01T13:34:00Z,26.3953342318059,36.937168491093,0.265,7.83576304655548,9.258,NA,34.62068029371221
Cabral,2021-09-01T13:35:00Z,26.395264690027,36.8699381116613,0.279,7.836437150928007,9.295,NA,39.35046945014983
Cabral,2021-09-01T13:36:00Z,26.405195148248,36.9400097800719,0.25,7.838833280255167,9.245,NA,40.39196966088275
Cabral,2021-09-01T13:37:00Z,26.395125606469,36.9023102098404,0.25,7.836979679179662,9.308,NA,39.23787095109947
Cabral,2021-09-01T13:38:00Z,26.40505606469,36.9104341820727,0.223,7.840486570637458,9.355,NA,43.122081509663985
Cabral,2021-09-01T13:39:00Z,26.434986522911,36.9241393072666,0.249,7.838127599744394,9.284,NA,40.16678591717573
Cabral,2021-09-01T13:40:00Z,26.3849169811321,36.8700822793788,0.234,7.842007449696443,9.37,NA,50.10013678008545
Cabral,2021-09-01T13:41:00Z,26.4248474393531,36.9322528204716,0.261,7.842344389212746,9.369,NA,40.11048950789336
Cabral,2021-09-01T13:42:00Z,26.3847778975741,36.9078553385201,0.256,7.844839271680404,9.545,NA,43.656793528818525
Cabral,2021-09-01T13:43:00Z,26.4447083557952,36.9541583610626,0.313,7.843355207761657,9.404,NA,53.16618410143201
Cabral,2021-09-01T13:44:00Z,26.3846388140162,36.9321463376185,0.288,7.844165437697703,9.367,NA,39.74455823222888
Cabral,2021-09-01T13:45:00Z,26.3845692722372,36.9267942546068,0.263,7.844502354689053,9.298,NA,41.37711292022141
Cabral,2021-09-01T13:46:00Z,26.4444997304582,36.9596777677603,0.227,7.849254694102258,9.424,NA,41.06750271535566
Cabral,2021-09-01T13:47:00Z,26.4344301886792,36.9623639923369,0.245,7.851411780655116,9.266,NA,44.5854632723167
Cabral,2021-09-01T13:48:00Z,26.3743606469003,36.9107475678524,0.193,7.856971538943643,9.38,NA,52.06922256453254
Cabral,2021-09-01T13:49:00Z,26.3442911051213,36.9375922466912,0.207,7.861384100440336,9.372,NA,56.17542708242763
Cabral,2021-09-01T13:50:00Z,26.3742215633423,36.8866267598108,0.2,7.866704851166215,9.352,NA,57.83449769766594
Cabral,2021-09-01T13:51:00Z,26.3741520215633,36.8866698776478,0.245,7.859128524023839,9.384,NA,52.71615730245321
Cabral,2021-09-01T13:52:00Z,26.3940824797844,36.9703881006868,0.252,7.865559869937238,9.339,NA,46.04871707204438
Cabral,2021-09-01T13:53:00Z,26.3740129380054,36.9351732158558,0.207,7.866199437416963,9.478,NA,43.99449758031187
Cabral,2021-09-01T13:54:00Z,26.4039433962264,36.9678294754025,0.204,7.868084333905363,9.248,NA,45.26082707992464
Cabral,2021-09-01T13:55:00Z,26.3538738544474,36.932513164602,0.216,7.874614300059576,9.197,NA,36.19742515563121
Cabral,2021-09-01T13:56:00Z,26.2938043126685,36.9134870660143,0.2,7.878314412523349,9.335,NA,37.91478185046071
Cabral,2021-09-01T13:57:00Z,26.3537347708895,36.8948864556274,0.236,7.873602614505951,9.275,NA,40.8141810149973
Cabral,2021-09-01T13:58:00Z,26.3536652291105,36.9326427582748,0.206,7.889920916351778,9.303,NA,45.79547076332892
Cabral,2021-09-01T13:59:00Z,26.3435956873315,36.8761561798529,0.249,7.880835394150539,9.34,NA,50.55023396687466
Cabral,2021-09-01T14:00:00Z,26.3135261455526,36.886857116561,0.184,7.894121620528961,9.493,NA,55.27552331811603
Cabral,2021-09-01T14:01:00Z,26.4234566037736,36.9520596284324,0.223,7.89240360528195,9.532,NA,59.35282483793344
Cabral,2021-09-01T14:02:00Z,26.3933870619946,36.9329831151476,0.188,7.886011583421059,9.539,NA,47.34302723652581
Cabral,2021-09-01T14:03:00Z,26.4033175202156,36.9249953585474,0.22,7.882342324842616,9.562,NA,50.156399590741785
Cabral,2021-09-01T14:04:00Z,26.4332479784367,36.9117427147049,0.225,7.897809740390685,9.684,NA,51.534779342197
Cabral,2021-09-01T14:05:00Z,26.4531784366577,36.94707806986,0.249,7.894578542640167,9.578,NA,55.02241665889596
Cabral,2021-09-01T14:06:00Z,26.4031088948787,36.9062491723858,0.211,7.89561734649238,9.676,NA,42.36219819707185
Cabral,2021-09-01T14:07:00Z,26.4430393530997,36.9308683867167,0.197,7.893095274288917,9.682,NA,43.17836778992569
Cabral,2021-09-01T14:08:00Z,26.4329698113208,36.9011356112297,0.24,7.889324730034982,9.675,NA,38.42150918109837
Cabral,2021-09-01T14:09:00Z,26.4529002695418,36.9444835425982,0.179,7.894368201395755,9.679,NA,41.405259018483775
Cabral,2021-09-01T14:10:00Z,26.4428307277628,36.9174519183803,0.229,7.891204190455342,9.736,NA,41.20823533665316
Cabral,2021-09-01T14:11:00Z,26.4627611859838,36.9582397414079,0.197,7.896378972040978,9.617,NA,46.04871707204438
Cabral,2021-09-01T14:12:00Z,26.4426916442049,36.9121491543568,0.211,7.899572637901201,9.695,NA,47.31489112366762
Cabral,2021-09-01T14:13:00Z,26.4026221024259,36.8527746576276,0.19,7.896072405476402,9.701,NA,51.6754239510592
Cabral,2021-09-01T14:14:00Z,26.4425525606469,36.879903946152,0.179,7.904607134770557,9.708,NA,59.40905652860238
Cabral,2021-09-01T14:15:00Z,26.4324830188679,36.831527681377,0.202,7.900909822447881,9.74,NA,57.52519193138869
Cabral,2021-09-01T14:16:00Z,26.442413477089,36.8799900879899,0.204,7.909509037477595,9.663,NA,55.163031942509406
Cabral,2021-09-01T14:17:00Z,26.42234393531,36.8101272300552,0.193,7.906951302189585,9.781,NA,63.85076250379643
Cabral,2021-09-01T14:18:00Z,26.462274393531,36.888289386211,0.222,7.909135713438757,9.817,NA,67.67305807484081
Cabral,2021-09-01T14:19:00Z,26.442204851752,36.880119301513,0.195,7.917228540915909,9.868,NA,69.4433840372767
Cabral,2021-09-01T14:20:00Z,26.442135309973,36.8049584196257,0.199,7.916724496428467,9.887,NA,71.21352245148955
Cabral,2021-09-01T14:21:00Z,26.4520657681941,36.8668048384375,0.227,7.913700229503811,9.618,NA,66.54894423996302
Cabral,2021-09-01T14:22:00Z,26.4319962264151,36.813044056033696,0.163,7.918030731790904,9.582,NA,69.80866605083429
Cabral,2021-09-01T14:23:00Z,26.3419266846361,36.6850509539234,0.168,7.921520671297361,9.689,NA,66.40842469379277
Cabral,2021-09-01T14:24:00Z,26.3718571428571,36.7409310583667,0.168,7.916984875763762,9.759,NA,68.9937952116561
Cabral,2021-09-01T14:25:00Z,26.4217876010782,36.7997669521892,0.14,7.915472943919229,9.647,NA,59.9994778622422
Cabral,2021-09-01T14:26:00Z,26.3917180592992,36.7543194580811,0.215,7.918832792462636,9.628,NA,61.85495203058235
Cabral,2021-09-01T14:27:00Z,26.3916485175202,36.7383378234217,0.168,7.916480898482251,9.755,NA,52.06922256453254
Cabral,2021-09-01T14:28:00Z,26.4315789757412,36.8133019147596,0.19,7.920707541874618,9.834,NA,58.62179564841426
Cabral,2021-09-01T14:29:00Z,26.4415094339623,36.8214322466918,0.211,7.920371590615403,9.816,NA,63.513459157849866
Cabral,2021-09-01T14:30:00Z,26.4414398921833,36.8241686804151,0.175,7.919027785578544,9.836,NA,64.72209797631149
Cabral,2021-09-01T14:31:00Z,26.4513703504043,36.8322955015288,0.186,7.913961012074696,9.835,NA,66.2960082061436
Cabral,2021-09-01T14:32:00Z,26.4313008086253,36.7679743069919,0.222,7.920203614985796,9.906,NA,61.461383809706604
Cabral,2021-09-01T14:33:00Z,26.4612312668464,36.8835490440054,0.175,7.920875517504226,9.865,NA,63.40102319656944
Cabral,2021-09-01T14:34:00Z,26.4511617250674,36.810953711986,0.15,7.923860734349646,9.917,NA,64.07562761955705
Cabral,2021-09-01T14:35:00Z,26.4810921832884,36.8353119815067,0.181,7.918859809948938,9.905,NA,52.6036487106976
Cabral,2021-09-01T14:36:00Z,26.4410226415094,36.7789331428031,0.168,7.926044271979921,9.902,NA,51.75981014873105
Cabral,2021-09-01T14:37:00Z,26.4809530997305,36.8434729132364,0.202,7.923860734349646,9.952,NA,47.202346199086605
Cabral,2021-09-01T14:38:00Z,26.4608835579515,36.8112052080213,0.195,7.923356841050352,10.041,NA,41.236381718914345
Cabral,2021-09-01T14:39:00Z,26.4908140161725,36.8678534734747,0.211,7.922013125585567,10.007,NA,47.061663978744036
Cabral,2021-09-01T14:40:00Z,26.5007444743935,36.8841832559668,0.168,7.923020912184156,10.051,NA,43.17836778992569
Cabral,2021-09-01T14:41:00Z,26.5006749326146,36.8760801023411,0.192,7.920669410120782,10.047,NA,53.89745182449769
Cabral,2021-09-01T14:42:00Z,26.4806053908356,36.8409961837406,0.122,7.924868520948235,10.096,NA,53.84120159633676
Cabral,2021-09-01T14:43:00Z,26.4505358490566,36.8060275242441,0.159,7.923020912184156,10.048,NA,47.568114436013275
Cabral,2021-09-01T14:44:00Z,26.4604663072776,36.8195401527259,0.17,7.9193256946559965,10.05,NA,44.78244719857321
Cabral,2021-09-01T14:45:00Z,26.4603967654987,36.8652139827043,0.252,7.922517018884862,10.132,NA,42.69992837337486
Cabral,2021-09-01T14:46:00Z,26.5003272237197,36.8655310317163,0.215,7.916004224245612,10.025,NA,46.16126975671796
Cabral,2021-09-01T14:47:00Z,26.4602576819407,36.8438297574848,0.188,7.913121049938845,10.173,NA,104.5862274833562
Cabral,2021-09-01T14:48:00Z,26.5001881401617,36.8387086814177,0.154,7.920203614985796,10.203,NA,44.304053640869824
Cabral,2021-09-01T14:49:00Z,26.5001185983827,36.8575872140539,0.208,7.917851956171293,10.129,NA,42.784359852543275
Cabral,2021-09-01T14:50:00Z,26.4800490566038,36.8038046767515,0.179,7.911982601204067,10.218,NA,39.88530197729415
Cabral,2021-09-01T14:51:00Z,26.5299795148248,36.8471215078553,0.204,7.913494633850776,10.118,NA,54.96617021439306
Cabral,2021-09-01T14:52:00Z,26.4599099730458,36.8413520360321,0.218,7.915174670124898,10.037,NA,44.61360397518001
Cabral,2021-09-01T14:53:00Z,26.4498404312668,36.8144629284722,0.17,7.910339932920861,10.128,NA,35.71878616167305
Cabral,2021-09-01T14:54:00Z,26.4897708894879,36.855041476393,0.183,7.912486612086304,9.978,NA,38.196298927818134
Cabral,2021-09-01T14:55:00Z,26.4497013477089,36.7958447035012,0.174,7.9129906229685405,10.124,NA,40.78603392273362
Cabral,2021-09-01T14:56:00Z,26.4996318059299,36.8229088568554,0.202,7.912822619341128,10.058,NA,52.01296618738343
Cabral,2021-09-01T14:57:00Z,26.4895622641509,36.8014215460007,0.167,7.913494633850776,10.057,NA,43.62865121690629
Cabral,2021-09-01T14:58:00Z,26.449492722372,36.7878955286419,0.154,7.911478590321831,10.22,NA,38.95637138975508
Cabral,2021-09-01T14:59:00Z,26.509423180593,36.8392538888024,0.197,7.912318608458891,10.234,NA,44.641744630720495
Cabral,2021-09-01T15:00:00Z,26.509353638814,36.8500580015641,0.197,7.913494633850776,10.204,NA,46.667747468647576
Cabral,2021-09-01T15:01:00Z,26.529284097035,36.8287268630475,0.158,7.910675962579155,10.207,NA,42.89693449550032
Cabral,2021-09-01T15:02:00Z,26.4992145552561,36.828547720538,0.167,7.909499858775123,10.258,NA,39.913450584299426
Cabral,2021-09-01T15:03:00Z,26.5291450134771,36.8234346380009,0.19,7.911180007066599,10.051,NA,40.89862200778953
Cabral,2021-09-01T15:04:00Z,26.4390754716981,36.8149289670605,0.204,7.910675962579155,10.034,NA,48.60910334442815
Cabral,2021-09-01T15:05:00Z,26.4390059299191,36.7988844607726,0.147,7.90832375497109,10.282,NA,55.725481253655744
Cabral,2021-09-01T15:06:00Z,26.4989363881402,36.8206478735091,0.136,7.910675962579155,10.259,NA,46.75215893011773
Cabral,2021-09-01T15:07:00Z,26.4888668463612,36.8233782551752,0.147,7.909135713438757,10.431,NA,44.83872789445013
Cabral,2021-09-01T15:08:00Z,26.5087973045822,36.796673526384,0.172,7.910339932920861,10.329,NA,44.10706408306214
Cabral,2021-09-01T15:09:00Z,26.5287277628032,36.8210032417865,0.188,7.908799650169653,10.351,NA,50.072005303798505
Cabral,2021-09-01T15:10:00Z,26.4886582210243,36.8019796154752,0.136,7.907492523397327,10.317,NA,54.88180019293213
Cabral,2021-09-01T15:11:00Z,26.4985886792453,36.7860338223478,0.156,7.910984061418826,10.29,NA,39.09712176216635
Cabral,2021-09-01T15:12:00Z,26.4885191374663,36.7833032754727,0.133,7.913196185016369,10.25,NA,41.51784293821038
Cabral,2021-09-01T15:13:00Z,26.4984495956873,36.8156402261831,0.183,7.911684051554041,10.353,NA,47.202346199086605
Cabral,2021-09-01T15:14:00Z,26.5383800539084,36.8212925740546,0.158,7.912524125699779,10.252,NA,47.79319860733085
Cabral,2021-09-01T15:15:00Z,26.4883105121294,36.7941946441836,0.167,7.914372288820402,10.368,NA,60.89912742033266
Cabral,2021-09-01T15:16:00Z,26.5082409703504,36.7862580343987,0.167,7.910339932920861,10.323,NA,65.62149339999087
