date,rain,wind,waves
2021-08-06T14:00:00Z,0,6,2.1
2021-08-06T15:00:00Z,0,5,2.1
2021-08-06T16:00:00Z,0,6,2.2
2021-08-06T17:00:00Z,0,6,2.2
2021-08-06T18:00:00Z,0,6,2.2
2021-08-06T19:00:00Z,0,6,2.2
2021-08-06T20:00:00Z,0,7,2.2
2021-08-06T21:00:00Z,0,6,2.2
2021-08-06T22:00:00Z,0,5,2.3
2021-08-06T23:00:00Z,0,5,2.3
2021-08-07T00:00:00Z,0,4,2.3
2021-08-07T01:00:00Z,0,4,2.3
2021-08-07T02:00:00Z,0,3,2.3
2021-08-07T03:00:00Z,0,4,2.4
2021-08-07T04:00:00Z,0,5,2.4
2021-08-07T05:00:00Z,0,5,2.4
2021-08-07T06:00:00Z,0,6,2.3
2021-08-07T07:00:00Z,0,7,2.3
2021-08-07T08:00:00Z,0,6,2.3
2021-08-07T09:00:00Z,0,5,2.3
2021-08-07T10:00:00Z,0,6,2.2
2021-08-07T11:00:00Z,0,7,2.2
2021-08-07T12:00:00Z,0,7,2.1
2021-08-07T13:00:00Z,0.1,9,2.1
2021-08-07T14:00:00Z,0.1,7,2.1
2021-08-07T15:00:00Z,0.1,7,2
2021-08-07T16:00:00Z,0.1,6,2
2021-08-07T17:00:00Z,0,6,2
2021-08-07T18:00:00Z,0,5,1.9
2021-08-07T19:00:00Z,0.1,5,1.9
2021-08-07T20:00:00Z,0,3,1.8
2021-08-07T21:00:00Z,0.1,4,1.8
2021-08-07T22:00:00Z,0.1,4,1.8
2021-08-07T23:00:00Z,0.3,4,1.8
2021-08-08T00:00:00Z,0.1,4,1.7
2021-08-08T01:00:00Z,0.2,5,1.7
2021-08-08T02:00:00Z,0.4,7,1.7
2021-08-08T03:00:00Z,0.4,8,1.7
2021-08-08T04:00:00Z,0.6,8,1.7
2021-08-08T05:00:00Z,0.8,7,1.6
2021-08-08T06:00:00Z,0.4,6,1.6
2021-08-08T07:00:00Z,0.4,5,1.6
2021-08-08T08:00:00Z,0,5,1.6
2021-08-08T09:00:00Z,0,4,1.5
2021-08-08T10:00:00Z,0,5,1.5
2021-08-08T11:00:00Z,0,5,1.5
2021-08-08T12:00:00Z,0,4,1.5
2021-08-08T13:00:00Z,0,3,1.4
2021-08-08T14:00:00Z,0.1,3,1.4
2021-08-08T15:00:00Z,0.1,4,1.3
2021-08-08T16:00:00Z,0.1,4,1.3
2021-08-08T17:00:00Z,0,6,1.3
2021-08-08T18:00:00Z,0.1,7,1.3
2021-08-08T19:00:00Z,0.1,8,1.2
2021-08-08T20:00:00Z,0,6,1.2
2021-08-08T21:00:00Z,0,8,1.2
2021-08-08T22:00:00Z,0.1,9,1.2
2021-08-08T23:00:00Z,0,10,1.2
2021-08-09T00:00:00Z,0,11,1.2
2021-08-09T01:00:00Z,0.1,11,1.3
2021-08-09T02:00:00Z,0.1,10,1.3
2021-08-09T03:00:00Z,0.1,11,1.3
2021-08-09T04:00:00Z,0.1,12,1.3
2021-08-09T05:00:00Z,0.1,13,1.4
2021-08-09T06:00:00Z,0.1,14,1.4
2021-08-09T07:00:00Z,0.1,14,1.5
2021-08-09T08:00:00Z,0.4,13,1.5
2021-08-09T09:00:00Z,0.3,13,1.5
2021-08-09T10:00:00Z,0.5,13,1.5
2021-08-09T11:00:00Z,0.6,13,1.6
2021-08-09T12:00:00Z,0.6,13,1.6
2021-08-09T13:00:00Z,0.8,12,1.6
2021-08-09T14:00:00Z,0.9,10,1.6
2021-08-09T15:00:00Z,0.8,10,1.6
2021-08-09T16:00:00Z,0.7,10,1.6
2021-08-09T17:00:00Z,1.1,10,1.7
2021-08-09T18:00:00Z,1.4,11,1.7
2021-08-09T19:00:00Z,1.6,13,1.7
2021-08-09T20:00:00Z,1.1,14,1.7
2021-08-09T21:00:00Z,0.8,15,1.8
2021-08-09T22:00:00Z,1,16,1.8
2021-08-09T23:00:00Z,0.7,15,1.8
2021-08-10T00:00:00Z,0.4,14,1.8
2021-08-10T01:00:00Z,0.4,14,1.8
2021-08-10T02:00:00Z,0.1,13,1.8
2021-08-10T03:00:00Z,0.2,13,1.8
2021-08-10T04:00:00Z,0.2,13,1.8
2021-08-10T05:00:00Z,0.3,13,1.8
2021-08-10T06:00:00Z,0.6,13,1.8
2021-08-10T07:00:00Z,0.5,13,1.8
2021-08-10T08:00:00Z,0.5,13,1.8
2021-08-10T09:00:00Z,0.4,13,1.8
2021-08-10T10:00:00Z,0.4,13,1.8
2021-08-10T11:00:00Z,0.8,14,1.8
2021-08-10T12:00:00Z,0.8,14,1.7
2021-08-10T13:00:00Z,1.1,15,1.7
2021-08-10T14:00:00Z,0.7,14,1.7
2021-08-10T15:00:00Z,0.8,13,1.7
2021-08-10T16:00:00Z,0.8,11,1.7
2021-08-10T17:00:00Z,0.9,11,1.6
2021-08-10T18:00:00Z,1.1,12,1.6
2021-08-10T19:00:00Z,0.6,12,1.6
2021-08-10T20:00:00Z,0.4,12,1.6
2021-08-10T21:00:00Z,0.6,13,1.6
2021-08-10T22:00:00Z,0.7,13,1.6
2021-08-10T23:00:00Z,0.7,10,1.6
2021-08-11T00:00:00Z,0.5,8,1.6
2021-08-11T01:00:00Z,0.6,9,1.5
2021-08-11T02:00:00Z,0.5,7,1.5
2021-08-11T03:00:00Z,0.5,7,1.5
2021-08-11T04:00:00Z,0.6,7,1.5
2021-08-11T05:00:00Z,0.6,7,1.5
2021-08-11T06:00:00Z,0.8,9,1.5
2021-08-11T07:00:00Z,0.8,11,1.5
2021-08-11T08:00:00Z,0.9,11,1.5
2021-08-11T09:00:00Z,0.7,12,1.5
2021-08-11T10:00:00Z,0.7,13,1.5
2021-08-11T11:00:00Z,0.4,14,1.5
2021-08-11T12:00:00Z,0.1,15,1.5
2021-08-11T13:00:00Z,0.1,15,1.5
2021-08-11T14:00:00Z,0.3,14,1.5
2021-08-11T15:00:00Z,0.4,12,1.5
2021-08-11T16:00:00Z,0.5,10,1.4
2021-08-11T17:00:00Z,0.5,11,1.4
2021-08-11T18:00:00Z,0.8,12,1.4
2021-08-11T19:00:00Z,0.7,13,1.4
2021-08-11T20:00:00Z,0.9,12,1.5
2021-08-11T21:00:00Z,0.7,11,1.5
2021-08-11T22:00:00Z,0.3,11,1.5
2021-08-11T23:00:00Z,0.2,11,1.5
2021-08-12T00:00:00Z,0.2,11,1.5
2021-08-12T01:00:00Z,0.2,13,1.5
2021-08-12T02:00:00Z,0.5,10,1.5
2021-08-12T03:00:00Z,0.7,11,1.5
2021-08-12T04:00:00Z,0.9,10,1.5
2021-08-12T05:00:00Z,0.7,10,1.5
2021-08-12T06:00:00Z,0.8,11,1.6
2021-08-12T07:00:00Z,0.1,13,1.6
2021-08-12T08:00:00Z,0,13,1.7
2021-08-12T09:00:00Z,0,13,1.7
2021-08-12T10:00:00Z,0,13,1.8
2021-08-12T11:00:00Z,0,12,1.8
2021-08-12T12:00:00Z,0,12,1.9
2021-08-12T13:00:00Z,0,11,2
2021-08-12T14:00:00Z,0,11,2
2021-08-12T15:00:00Z,0,12,2.1
2021-08-12T16:00:00Z,0,11,2.1
2021-08-12T17:00:00Z,0,11,2.2
2021-08-12T18:00:00Z,0,12,2.2
2021-08-12T19:00:00Z,0,12,2.2
2021-08-12T20:00:00Z,0.1,13,2.3
2021-08-12T21:00:00Z,0.1,15,2.3
2021-08-12T22:00:00Z,0.1,15,2.3
2021-08-12T23:00:00Z,0,15,2.4
2021-08-13T00:00:00Z,0.4,15,2.4
2021-08-13T01:00:00Z,0.1,15,2.4
2021-08-13T02:00:00Z,0,16,2.5
2021-08-13T03:00:00Z,0.1,16,2.5
2021-08-13T04:00:00Z,0.4,16,2.6
2021-08-13T05:00:00Z,0,17,2.7
2021-08-13T06:00:00Z,0.1,18,2.7
2021-08-13T07:00:00Z,0.4,17,2.8
2021-08-13T08:00:00Z,0.9,16,2.8
2021-08-13T09:00:00Z,0.4,16,2.9
2021-08-13T10:00:00Z,0.6,16,2.9
2021-08-13T11:00:00Z,0.1,15,2.9
2021-08-13T12:00:00Z,0.1,15,2.9
2021-08-13T13:00:00Z,0,14,2.9
2021-08-13T14:00:00Z,0.1,13,3
2021-08-13T15:00:00Z,0,12,3
2021-08-13T16:00:00Z,0,12,2.9
2021-08-13T17:00:00Z,0,11,2.9
2021-08-13T18:00:00Z,0,11,2.9
2021-08-13T19:00:00Z,0.1,10,2.9
2021-08-13T20:00:00Z,0.9,9,2.8
2021-08-13T21:00:00Z,0.6,7,2.8
2021-08-13T22:00:00Z,0.7,9,2.7
2021-08-13T23:00:00Z,0.7,10,2.7
2021-08-14T00:00:00Z,0.4,9,2.6
2021-08-14T01:00:00Z,0.1,8,2.6
2021-08-14T02:00:00Z,0.6,7,2.5
2021-08-14T03:00:00Z,0.7,7,2.5
2021-08-14T04:00:00Z,0.6,7,2.5
2021-08-14T05:00:00Z,0.6,7,2.5
2021-08-14T06:00:00Z,0.4,6,2.5
2021-08-14T07:00:00Z,0.2,6,2.5
2021-08-14T08:00:00Z,0.1,6,2.5
2021-08-14T09:00:00Z,0.1,6,2.5
2021-08-14T10:00:00Z,0.1,6,2.5
2021-08-14T11:00:00Z,0,6,2.5
2021-08-14T12:00:00Z,0.1,6,2.6
2021-08-14T13:00:00Z,0,6,2.6
2021-08-14T14:00:00Z,0,6,2.5
2021-08-14T15:00:00Z,0,5,2.5
2021-08-14T16:00:00Z,0,4,2.5
2021-08-14T17:00:00Z,0,3,2.5
2021-08-14T18:00:00Z,0,4,2.5
2021-08-14T19:00:00Z,0,5,2.5
2021-08-14T20:00:00Z,0,6,2.4
2021-08-14T21:00:00Z,0,7,2.4
2021-08-14T22:00:00Z,0,7,2.4
2021-08-14T23:00:00Z,0,8,2.3
2021-08-15T00:00:00Z,0,8,2.3
2021-08-15T01:00:00Z,0,7,2.3
2021-08-15T02:00:00Z,0.1,10,2.2
2021-08-15T03:00:00Z,0,11,2.2
2021-08-15T04:00:00Z,0,11,2.2
2021-08-15T05:00:00Z,0,10,2.1
2021-08-15T06:00:00Z,0,10,2.1
2021-08-15T07:00:00Z,0,10,2.1
2021-08-15T08:00:00Z,0,10,2
2021-08-15T09:00:00Z,0,10,2
2021-08-15T10:00:00Z,0,10,2
2021-08-15T11:00:00Z,0,10,2
2021-08-15T12:00:00Z,0,10,1.9
2021-08-15T13:00:00Z,0,9,1.9
2021-08-15T14:00:00Z,0,7,1.9
2021-08-15T15:00:00Z,0,6,1.9
2021-08-15T16:00:00Z,0,7,1.9
2021-08-15T17:00:00Z,0,8,1.8
2021-08-15T18:00:00Z,0,9,1.8
2021-08-15T19:00:00Z,0,11,1.8
2021-08-15T20:00:00Z,0,10,1.7
2021-08-15T21:00:00Z,0,10,1.7
2021-08-15T22:00:00Z,0,9,1.6
2021-08-15T23:00:00Z,0,9,1.6
2021-08-16T00:00:00Z,0,10,1.6
2021-08-16T01:00:00Z,0,10,1.6
2021-08-16T02:00:00Z,0,11,1.6
2021-08-16T03:00:00Z,0,12,1.5
2021-08-16T04:00:00Z,0,11,1.5
2021-08-16T05:00:00Z,0.1,11,1.5
2021-08-16T06:00:00Z,0,12,1.5
2021-08-16T07:00:00Z,0,13,1.5
2021-08-16T08:00:00Z,0,14,1.5
2021-08-16T09:00:00Z,0,13,1.5
2021-08-16T10:00:00Z,0.1,13,1.5
2021-08-16T11:00:00Z,0.2,13,1.5
2021-08-16T12:00:00Z,0.1,13,1.5
2021-08-16T13:00:00Z,0.2,13,1.5
2021-08-16T14:00:00Z,0,12,1.5
2021-08-16T15:00:00Z,0,14,1.5
2021-08-16T16:00:00Z,0.1,14,1.5
2021-08-16T17:00:00Z,0.1,13,1.5
2021-08-16T18:00:00Z,0,12,1.5
2021-08-16T19:00:00Z,0.3,12,1.5
2021-08-16T20:00:00Z,0.4,11,1.5
2021-08-16T21:00:00Z,0.1,11,1.5
2021-08-16T22:00:00Z,0.3,10,1.5
2021-08-16T23:00:00Z,0,10,1.5
2021-08-17T00:00:00Z,0.1,10,1.5
2021-08-17T01:00:00Z,0.3,9,1.5
2021-08-17T02:00:00Z,0.3,9,1.4
2021-08-17T03:00:00Z,0.6,8,1.4
2021-08-17T04:00:00Z,0.7,8,1.4
2021-08-17T05:00:00Z,0.3,6,1.4
2021-08-17T06:00:00Z,0.2,5,1.3
2021-08-17T07:00:00Z,0.6,5,1.3
2021-08-17T08:00:00Z,0.1,5,1.4
2021-08-17T09:00:00Z,0.3,4,1.5
2021-08-17T10:00:00Z,0.3,4,1.7
2021-08-17T11:00:00Z,0.1,3,1.8
2021-08-17T12:00:00Z,0.1,3,1.9
2021-08-17T13:00:00Z,0.1,3,2
2021-08-17T14:00:00Z,0,3,2
2021-08-17T15:00:00Z,0,4,2
2021-08-17T16:00:00Z,0.5,8,1.9
2021-08-17T17:00:00Z,0.9,13,1.9
2021-08-17T18:00:00Z,0.9,20,1.9
2021-08-17T19:00:00Z,0.5,27,2.1
2021-08-17T20:00:00Z,0.1,26,2.3
2021-08-17T21:00:00Z,0.2,27,2.5
2021-08-17T22:00:00Z,0.2,27,2.6
2021-08-17T23:00:00Z,0.2,27,2.7
2021-08-18T00:00:00Z,0.2,27,2.7
2021-08-18T01:00:00Z,0.1,26,2.7
2021-08-18T02:00:00Z,0,27,2.6
2021-08-18T03:00:00Z,0,26,2.6
2021-08-18T04:00:00Z,0,25,2.5
2021-08-18T05:00:00Z,0,25,2.5
2021-08-18T06:00:00Z,0,25,2.4
2021-08-18T07:00:00Z,0,25,2.4
2021-08-18T08:00:00Z,0,25,2.3
2021-08-18T09:00:00Z,0,24,2.3
2021-08-18T10:00:00Z,0,23,2.3
2021-08-18T11:00:00Z,0,23,2.3
2021-08-18T12:00:00Z,0,22,2.3
2021-08-18T13:00:00Z,0,21,2.3
2021-08-18T14:00:00Z,0,19,2.2
2021-08-18T15:00:00Z,0,19,2.3
2021-08-18T16:00:00Z,0,21,2.3
2021-08-18T17:00:00Z,0.1,22,2.4
2021-08-18T18:00:00Z,0.1,22,2.5
2021-08-18T19:00:00Z,0.1,23,2.6
2021-08-18T20:00:00Z,0.1,22,2.6
2021-08-18T21:00:00Z,0.1,22,2.6
2021-08-18T22:00:00Z,0.1,22,2.7
2021-08-18T23:00:00Z,0.1,22,2.7
2021-08-19T00:00:00Z,0.1,20,2.7
2021-08-19T01:00:00Z,0.1,19,2.6
2021-08-19T02:00:00Z,0.1,20,2.6
2021-08-19T03:00:00Z,0,20,2.5
2021-08-19T04:00:00Z,0,20,2.5
2021-08-19T05:00:00Z,0,20,2.4
2021-08-19T06:00:00Z,0,19,2.4
2021-08-19T07:00:00Z,0.1,17,2.3
2021-08-19T08:00:00Z,0,16,2.3
2021-08-19T09:00:00Z,0,16,2.2
2021-08-19T10:00:00Z,0,17,2.2
2021-08-19T11:00:00Z,0,18,2.2
2021-08-19T12:00:00Z,0.1,19,2.1
2021-08-19T13:00:00Z,0,19,2.1
2021-08-19T14:00:00Z,0.1,18,2.1
2021-08-19T15:00:00Z,0,17,2.1
2021-08-19T16:00:00Z,0.1,17,2
2021-08-19T17:00:00Z,0.2,18,2
2021-08-19T18:00:00Z,0.2,18,2
2021-08-19T19:00:00Z,0.3,18,2
2021-08-19T20:00:00Z,0.4,18,2
2021-08-19T21:00:00Z,0.6,18,2
2021-08-19T22:00:00Z,0.5,18,2
2021-08-19T23:00:00Z,0.4,17,2
2021-08-20T00:00:00Z,0.3,17,2
2021-08-20T01:00:00Z,0.4,17,2
2021-08-20T02:00:00Z,0.3,18,2.1
2021-08-20T03:00:00Z,0.4,18,2.1
2021-08-20T04:00:00Z,0.4,18,2.2
2021-08-20T05:00:00Z,0.5,18,2.2
2021-08-20T06:00:00Z,0.3,19,2.2
2021-08-20T07:00:00Z,0.3,18,2.3
2021-08-20T08:00:00Z,0,18,2.2
2021-08-20T09:00:00Z,0,17,2.2
2021-08-20T10:00:00Z,0,18,2.2
2021-08-20T11:00:00Z,0,18,2.2
2021-08-20T12:00:00Z,0.1,17,2.2
2021-08-20T13:00:00Z,0.1,17,2.2
2021-08-20T14:00:00Z,0,17,2.1
2021-08-20T15:00:00Z,0.1,16,2.1
2021-08-20T16:00:00Z,0.1,16,2.1
2021-08-20T17:00:00Z,0.1,16,2
2021-08-20T18:00:00Z,0.2,17,2
2021-08-20T19:00:00Z,0.2,17,2
2021-08-20T20:00:00Z,0.2,18,2
2021-08-20T21:00:00Z,0.1,18,1.9
2021-08-20T22:00:00Z,0.1,18,1.9
2021-08-20T23:00:00Z,0.1,18,1.9
2021-08-21T00:00:00Z,0.1,18,1.9
2021-08-21T01:00:00Z,0.5,19,2
2021-08-21T02:00:00Z,0.9,20,2
2021-08-21T03:00:00Z,0.6,21,2
2021-08-21T04:00:00Z,0.8,20,2.1
2021-08-21T05:00:00Z,0.7,20,2.1
2021-08-21T06:00:00Z,0.6,21,2.1
2021-08-21T07:00:00Z,0,21,2.1
2021-08-21T08:00:00Z,0.1,21,2.1
2021-08-21T09:00:00Z,0.1,21,2.1
2021-08-21T10:00:00Z,0.1,21,2.1
2021-08-21T11:00:00Z,0.1,21,2.1
2021-08-21T12:00:00Z,0,21,2.1
2021-08-21T13:00:00Z,0,21,2.1
2021-08-21T14:00:00Z,0.1,21,2
2021-08-21T15:00:00Z,0.2,20,2
2021-08-21T16:00:00Z,0.4,21,2
2021-08-21T17:00:00Z,0.1,22,2
2021-08-21T18:00:00Z,0,22,2.1
2021-08-21T19:00:00Z,0,23,2.1
2021-08-21T20:00:00Z,0.1,21,2
2021-08-21T21:00:00Z,0,22,2
2021-08-21T22:00:00Z,0,22,2
2021-08-21T23:00:00Z,0,23,2.1
2021-08-22T00:00:00Z,0,24,2.1
2021-08-22T01:00:00Z,0,24,2.2
2021-08-22T02:00:00Z,0,22,2.1
2021-08-22T03:00:00Z,0.1,22,2.1
2021-08-22T04:00:00Z,0.1,22,2.1
2021-08-22T05:00:00Z,0,23,2.1
2021-08-22T06:00:00Z,0,21,2.1
2021-08-22T07:00:00Z,0.1,21,2.1
2021-08-22T08:00:00Z,0,20,2
2021-08-22T09:00:00Z,0.1,21,2
2021-08-22T10:00:00Z,0.3,21,2
2021-08-22T11:00:00Z,0.1,20,1.9
2021-08-22T12:00:00Z,0.1,19,1.9
2021-08-22T13:00:00Z,0.1,19,1.9
2021-08-22T14:00:00Z,0,19,1.9
2021-08-22T15:00:00Z,0,19,1.8
2021-08-22T16:00:00Z,0,18,1.8
2021-08-22T17:00:00Z,0,17,1.7
2021-08-22T18:00:00Z,0.1,16,1.7
2021-08-22T19:00:00Z,0,16,1.6
2021-08-22T20:00:00Z,0,15,1.6
2021-08-22T21:00:00Z,0.2,14,1.5
2021-08-22T22:00:00Z,0.3,15,1.5
2021-08-22T23:00:00Z,0,15,1.5
2021-08-23T00:00:00Z,0.1,15,1.4
2021-08-23T01:00:00Z,0,16,1.4
2021-08-23T02:00:00Z,1.1,15,1.4
2021-08-23T03:00:00Z,1.3,15,1.4
2021-08-23T04:00:00Z,0.8,16,1.4
2021-08-23T05:00:00Z,0.4,16,1.4
2021-08-23T06:00:00Z,0,16,1.3
2021-08-23T07:00:00Z,0,16,1.3
2021-08-23T08:00:00Z,0.1,16,1.3
2021-08-23T09:00:00Z,0,16,1.3
2021-08-23T10:00:00Z,0,16,1.3
2021-08-23T11:00:00Z,0,17,1.4
2021-08-23T12:00:00Z,0,17,1.4
2021-08-23T13:00:00Z,0,16,1.4
2021-08-23T14:00:00Z,0,14,1.3
2021-08-23T15:00:00Z,0,13,1.3
2021-08-23T16:00:00Z,0.2,13,1.3
2021-08-23T17:00:00Z,0.1,14,1.3
2021-08-23T18:00:00Z,0,15,1.3
2021-08-23T19:00:00Z,0.1,15,1.3
2021-08-23T20:00:00Z,0,15,1.3
2021-08-23T21:00:00Z,0,15,1.3
2021-08-23T22:00:00Z,0,16,1.3
2021-08-23T23:00:00Z,0.1,17,1.4
2021-08-24T00:00:00Z,0.4,18,1.4
2021-08-24T01:00:00Z,0.4,19,1.5
2021-08-24T02:00:00Z,0.1,17,1.4
2021-08-24T03:00:00Z,0.1,17,1.4
2021-08-24T04:00:00Z,0,17,1.5
2021-08-24T05:00:00Z,0,18,1.5
2021-08-24T06:00:00Z,0,18,1.6
2021-08-24T07:00:00Z,0,19,1.6
2021-08-24T08:00:00Z,0,19,1.7
2021-08-24T09:00:00Z,0,19,1.7
2021-08-24T10:00:00Z,0,19,1.7
2021-08-24T11:00:00Z,0,18,1.7
2021-08-24T12:00:00Z,0,17,1.7
2021-08-24T13:00:00Z,0,16,1.7
2021-08-24T14:00:00Z,0,16,1.7
2021-08-24T15:00:00Z,0,15,1.6
2021-08-24T16:00:00Z,0,15,1.6
2021-08-24T17:00:00Z,0,15,1.6
2021-08-24T18:00:00Z,0,15,1.6
2021-08-24T19:00:00Z,0,16,1.6
2021-08-24T20:00:00Z,0,16,1.6
2021-08-24T21:00:00Z,0,17,1.6
2021-08-24T22:00:00Z,0,16,1.6
2021-08-24T23:00:00Z,0,16,1.7
2021-08-25T00:00:00Z,0,16,1.7
2021-08-25T01:00:00Z,0,16,1.7
2021-08-25T02:00:00Z,0,15,1.7
2021-08-25T03:00:00Z,0,15,1.6
2021-08-25T04:00:00Z,0,15,1.6
2021-08-25T05:00:00Z,0,16,1.6
2021-08-25T06:00:00Z,0,16,1.6
2021-08-25T07:00:00Z,0,15,1.6
2021-08-25T08:00:00Z,0,15,1.6
2021-08-25T09:00:00Z,0,15,1.6
2021-08-25T10:00:00Z,0,15,1.6
2021-08-25T11:00:00Z,0,15,1.6
