datetime,Significant_wave_height,Dominant_wave_period
2021-04-12T22:20:00Z,1.54,13.84
2021-04-13T00:20:00Z,1.178,13.3
2021-04-13T02:19:00Z,1.239,14.25
2021-04-13T04:20:00Z,1.592,13.9
2021-04-13T06:20:00Z,1.223,13.52
2021-04-13T08:19:00Z,1.328,13.76
2021-04-13T10:20:00Z,1.005,13.1
2021-04-13T12:20:00Z,1.178,13.18
2021-04-13T14:19:00Z,1.165,13.14
2021-04-13T16:20:00Z,1.124,12.81
2021-04-13T18:20:00Z,1.131,12.9
2021-04-13T20:19:00Z,0.829,12.48
2021-04-13T22:20:00Z,0.977,13.48
2021-04-14T00:20:00Z,0.952,13.01
2021-04-14T02:19:00Z,0.761,12.57
2021-04-14T04:20:00Z,0.828,13.84
2021-04-14T06:20:00Z,0.833,14.4
2021-04-14T08:19:00Z,0.815,15.85
2021-04-14T10:20:00Z,0.781,14.11
2021-04-14T12:20:00Z,0.907,15.76
2021-04-14T14:19:00Z,0.848,15.54
2021-04-14T16:20:00Z,0.895,16.45
2021-04-14T18:20:00Z,1.042,17.99
2021-04-14T20:19:00Z,1.185,18.55
2021-04-14T22:20:00Z,1.326,20.15
2021-04-15T00:20:00Z,1.11,18.73
2021-04-15T02:19:00Z,1.454,19.83
2021-04-15T04:20:00Z,1.303,17.83
2021-04-15T06:20:00Z,1.412,18.84
2021-04-15T08:19:00Z,1.457,18.26
2021-04-15T10:20:00Z,0.983,17.47
2021-04-15T12:20:00Z,1.229,18.57
2021-04-15T14:19:00Z,1.215,18.4
2021-04-15T16:20:00Z,1.844,18.99
2021-04-15T18:20:00Z,1.128,17.79
2021-04-15T20:19:00Z,1.434,18.12
2021-04-15T22:20:00Z,1.058,18.2
2021-04-16T00:20:00Z,0.882,17.43
2021-04-16T02:19:00Z,1.667,17.91
2021-04-16T04:20:00Z,0.867,16.8
2021-04-16T06:20:00Z,0.937,16.87
2021-04-16T08:19:00Z,1.157,16.99
2021-04-16T10:20:00Z,1.166,17.27
2021-04-16T12:20:00Z,1.166,16.85
2021-04-16T14:19:00Z,0.918,16.23
2021-04-16T16:20:00Z,0.956,15.84
2021-04-16T18:20:00Z,0.952,15.9
2021-04-16T20:19:00Z,0.719,15.4
2021-04-16T22:20:00Z,0.743,14.82
2021-04-17T00:20:00Z,0.765,15.01
2021-04-17T02:19:00Z,0.849,15.34
2021-04-17T04:20:00Z,0.876,15.07
2021-04-17T06:20:00Z,0.684,14.93
2021-04-17T08:19:00Z,0.922,14.97
2021-04-17T10:20:00Z,0.872,14.71
2021-04-17T12:20:00Z,0.952,14.92
2021-04-17T14:19:00Z,0.629,14.1
2021-04-17T16:20:00Z,0.873,14.57
2021-04-17T18:20:00Z,0.656,14.78
2021-04-17T20:19:00Z,0.816,14.38
2021-04-17T22:20:00Z,0.638,14.54
2021-04-18T00:20:00Z,0.747,14.78
2021-04-18T02:19:00Z,0.653,14.23
2021-04-18T04:20:00Z,0.663,13.9
2021-04-18T06:20:00Z,0.725,14.36
2021-04-18T08:19:00Z,0.73,13.41
2021-04-18T10:20:00Z,0.753,13.75
2021-04-18T12:20:00Z,0.822,14.23
2021-04-18T14:19:00Z,0.916,14.17
2021-04-18T16:20:00Z,0.886,13.53
2021-04-18T18:20:00Z,0.75,13.28
2021-04-18T20:19:00Z,0.726,12.57
2021-04-18T22:20:00Z,0.815,13.72
2021-04-19T00:20:00Z,0.792,12.34
2021-04-19T02:19:00Z,0.968,12.84
2021-04-19T04:20:00Z,1.029,11.64
2021-04-19T06:20:00Z,0.998,11.7
2021-04-19T08:19:00Z,1.258,11.65
2021-04-19T10:20:00Z,1.338,11.48
2021-04-19T12:20:00Z,1.329,11.4
2021-04-19T14:19:00Z,1.246,11.31
2021-04-19T16:20:00Z,1.325,11.1
2021-04-19T18:20:00Z,1.224,12.5
2021-04-19T20:19:00Z,1.304,12.8
2021-04-19T22:20:00Z,1.311,12.27
2021-04-20T00:20:00Z,1.328,13.13
2021-04-20T02:19:00Z,1.187,12.4
2021-04-20T04:20:00Z,1.234,13.24
2021-04-20T06:20:00Z,1.361,13.05
2021-04-20T08:19:00Z,1.371,12.17
2021-04-20T10:20:00Z,1.28,12.35
2021-04-20T12:20:00Z,1.305,14.53
2021-04-20T14:19:00Z,1.09,12.07
2021-04-20T16:20:00Z,1.093,13.34
2021-04-20T18:20:00Z,1.094,13.87
2021-04-20T20:19:00Z,1.125,14.01
2021-04-20T22:20:00Z,1.382,14.35
2021-04-21T00:20:00Z,1.288,13.89
2021-04-21T02:19:00Z,1.167,12.92
2021-04-21T04:20:00Z,1.176,13.43
2021-04-21T06:20:00Z,1.246,12.72
2021-04-21T08:19:00Z,1.353,13.21
2021-04-21T10:20:00Z,1.513,12.53
2021-04-21T12:20:00Z,1.417,12.53
2021-04-21T14:19:00Z,1.615,13.15
2021-04-21T16:20:00Z,1.381,12.47
2021-04-21T18:20:00Z,1.563,13.04
2021-04-21T20:19:00Z,1.514,12.64
2021-04-21T22:20:00Z,1.374,11.52
2021-04-22T00:20:00Z,1.479,11.24
2021-04-22T02:19:00Z,1.578,11.52
2021-04-22T04:20:00Z,1.63,11.14
2021-04-22T06:20:00Z,1.446,10.65
2021-04-22T08:19:00Z,1.427,10.43
2021-04-22T10:20:00Z,1.57,9.53
2021-04-22T12:20:00Z,1.553,9.91
2021-04-22T14:19:00Z,1.282,9.83
2021-04-22T16:20:00Z,1.27,9.64
2021-04-22T18:20:00Z,1.564,10.09
2021-04-22T20:19:00Z,1.503,10.79
2021-04-22T22:20:00Z,1.419,11.2
2021-04-23T00:20:00Z,1.444,10.75
2021-04-23T02:19:00Z,1.467,11.73
2021-04-23T04:20:00Z,1.617,11.15
2021-04-23T06:20:00Z,1.675,11.44
2021-04-23T08:19:00Z,1.656,11.71
2021-04-23T10:20:00Z,1.678,11.71
2021-04-23T12:20:00Z,1.888,12.51
2021-04-23T14:19:00Z,1.752,12.17
2021-04-23T16:20:00Z,1.585,12.56
2021-04-23T18:20:00Z,1.724,13.39
2021-04-23T20:19:00Z,1.559,12.8
2021-04-23T22:20:00Z,1.798,12.46
2021-04-24T00:20:00Z,1.62,13.04
2021-04-24T02:19:00Z,1.876,13.08
2021-04-24T04:20:00Z,1.418,12.95
2021-04-24T06:20:00Z,1.724,12.67
2021-04-24T08:19:00Z,1.391,12.03
2021-04-24T10:20:00Z,1.516,12.02
2021-04-24T12:20:00Z,1.395,12.29
2021-04-24T14:19:00Z,1.427,11.64
2021-04-24T16:20:00Z,1.431,11.71
2021-04-24T18:20:00Z,1.411,11.71
2021-04-24T20:19:00Z,1.336,11.64
2021-04-24T22:20:00Z,1.27,10.96
2021-04-25T00:20:00Z,1.34,12.37
2021-04-25T02:19:00Z,1.131,12.37
2021-04-25T04:20:00Z,1.292,12.53
2021-04-25T06:20:00Z,1.245,12.44
2021-04-25T08:19:00Z,1.351,12.66
2021-04-25T10:20:00Z,1.163,13.01
2021-04-25T12:20:00Z,1.159,12.75
2021-04-25T14:19:00Z,0.996,12.32
2021-04-25T16:20:00Z,1.086,12.8
2021-04-25T18:20:00Z,1.257,13.03
2021-04-25T20:19:00Z,1.088,12.71
2021-04-25T22:20:00Z,1.065,13.57
2021-04-26T00:20:00Z,0.965,12.75
2021-04-26T02:19:00Z,1.017,12.69
2021-04-26T04:20:00Z,1.229,14.12
2021-04-26T06:20:00Z,1.292,13.52
2021-04-26T08:19:00Z,1.045,13.18
2021-04-26T10:20:00Z,1.039,12.79
2021-04-26T12:20:00Z,1.085,12.61
2021-04-26T14:19:00Z,0.939,12.96
2021-04-26T16:20:00Z,0.884,12.79
2021-04-26T18:20:00Z,0.958,13.26
2021-04-26T20:19:00Z,1.1,13.69
2021-04-26T22:20:00Z,1.041,13.29
2021-04-27T00:20:00Z,1.08,14.78
2021-04-27T02:19:00Z,1.177,14.28
2021-04-27T04:20:00Z,1.11,14.87
2021-04-27T06:20:00Z,1.354,16.06
2021-04-27T08:19:00Z,1.247,14.78
2021-04-27T10:20:00Z,1.18,16
2021-04-27T12:20:00Z,1.464,17.35
2021-04-27T14:19:00Z,1.18,16.31
2021-04-27T16:20:00Z,1.141,17.55
2021-04-27T18:20:00Z,1.203,16.43
2021-04-27T20:19:00Z,1.367,17.1
2021-04-27T22:20:00Z,1.626,16.76
2021-04-28T00:20:00Z,1.518,16.61
2021-04-28T02:19:00Z,1.661,16.66
2021-04-28T04:20:00Z,1.562,16.13
2021-04-28T06:20:00Z,1.337,15.65
2021-04-28T08:19:00Z,1.467,15.67
2021-04-28T10:20:00Z,1.423,15.81
2021-04-28T12:20:00Z,1.487,15.89
2021-04-28T14:19:00Z,1.5,14.86
2021-04-28T16:20:00Z,1.559,15.14
2021-04-28T18:20:00Z,1.429,14.45
2021-04-28T20:19:00Z,1.228,14.74
2021-04-28T22:20:00Z,1.29,14.62
2021-04-29T00:20:00Z,1.309,14.45
2021-04-29T02:19:00Z,1.361,14.77
2021-04-29T04:20:00Z,1.537,14.92
2021-04-29T06:20:00Z,1.227,14.38
2021-04-29T08:19:00Z,1.318,14.75
2021-04-29T10:20:00Z,1.281,14.81
2021-04-29T12:20:00Z,1.237,14.39
2021-04-29T14:19:00Z,1.238,14.17
2021-04-29T16:20:00Z,1.158,14.34
2021-04-29T18:20:00Z,1.301,13.89
2021-04-29T20:19:00Z,1.039,12.83
2021-04-29T22:20:00Z,0.998,13.2
2021-04-30T00:20:00Z,1.138,13.41
2021-04-30T02:19:00Z,1.074,13.96
2021-04-30T04:20:00Z,1.213,13.4
2021-04-30T06:20:00Z,1.005,13.32
2021-04-30T08:19:00Z,0.936,13.67
2021-04-30T10:20:00Z,1.054,13.33
2021-04-30T12:20:00Z,0.881,12.99
2021-04-30T14:19:00Z,0.897,12.92
2021-04-30T16:20:00Z,0.92,12.46
2021-04-30T18:20:00Z,0.982,13.07
2021-04-30T20:19:00Z,0.836,13.23
2021-04-30T22:20:00Z,0.809,13.4
2021-05-01T00:20:00Z,0.794,12.77
2021-05-01T02:19:00Z,0.841,12.93
2021-05-01T04:20:00Z,0.798,13.18
2021-05-01T06:20:00Z,0.772,13.64
2021-05-01T08:19:00Z,0.923,13.69
2021-05-01T10:20:00Z,1.006,13.62
2021-05-01T12:20:00Z,0.908,13.49
2021-05-01T14:19:00Z,0.887,13.22
2021-05-01T16:20:00Z,0.95,13.12
2021-05-01T18:20:00Z,0.804,12.95
2021-05-01T20:19:00Z,0.878,12.92
2021-05-01T22:20:00Z,1.278,12.88
2021-05-02T00:20:00Z,1.199,12.7
2021-05-02T02:19:00Z,1.355,12.82
2021-05-02T04:20:00Z,1.419,11.64
2021-05-02T06:20:00Z,1.301,11.48
2021-05-02T08:19:00Z,1.276,10.75
2021-05-02T10:20:00Z,1.137,11.05
2021-05-02T12:20:00Z,1.263,10.66
2021-05-02T14:19:00Z,1.326,10.63
2021-05-02T16:20:00Z,1.298,11.63
2021-05-02T18:20:00Z,1.178,10.93
2021-05-02T20:19:00Z,1.098,10.41
2021-05-02T22:20:00Z,1.134,10.61
2021-05-03T00:20:00Z,1.078,11.49
2021-05-03T02:19:00Z,0.922,11.14
2021-05-03T04:20:00Z,1.077,11.4
2021-05-03T06:20:00Z,1.053,11.6
2021-05-03T08:19:00Z,1.029,11.67
2021-05-03T10:20:00Z,0.93,10.29
2021-05-03T12:20:00Z,0.92,10.84
2021-05-03T14:19:00Z,0.962,11.09
2021-05-03T16:20:00Z,0.764,10.79
2021-05-03T18:20:00Z,0.789,10.74
2021-05-03T20:19:00Z,0.82,11.13
2021-05-03T22:20:00Z,0.73,11.02
2021-05-04T00:20:00Z,0.722,10.36
2021-05-04T02:19:00Z,0.746,10.95
2021-05-04T04:20:00Z,0.766,11.2
2021-05-04T06:20:00Z,0.925,11.49
2021-05-04T08:19:00Z,0.994,12.45
2021-05-04T10:20:00Z,1.258,12.13
2021-05-04T12:20:00Z,1.565,12.19
2021-05-04T14:19:00Z,1.766,12.43
2021-05-04T16:20:00Z,1.904,11.9
2021-05-04T18:20:00Z,2.149,12.42
2021-05-04T20:19:00Z,1.894,12.13
2021-05-04T22:20:00Z,2.29,12.34
2021-05-05T00:20:00Z,2.156,12.72
2021-05-05T02:19:00Z,2.569,12.82
2021-05-05T04:20:00Z,2.692,12.65
2021-05-05T06:20:00Z,2.641,12.42
2021-05-05T08:19:00Z,2.046,11.9
2021-05-05T10:20:00Z,2.391,12.93
2021-05-05T12:20:00Z,2.185,12.35
2021-05-05T14:19:00Z,1.919,11.91
2021-05-05T16:20:00Z,1.962,12.01
2021-05-05T18:20:00Z,1.793,12.11
2021-05-05T20:19:00Z,1.73,12.04
2021-05-05T22:20:00Z,1.679,13.61
2021-05-06T00:20:00Z,2.185,13.52
2021-05-06T02:19:00Z,1.704,12.5
2021-05-06T04:20:00Z,2.566,13.51
2021-05-06T06:20:00Z,2.462,14.63
2021-05-06T08:19:00Z,2.356,12.23
2021-05-06T10:20:00Z,1.882,12.02
2021-05-06T12:20:00Z,2.75,14.71
2021-05-06T14:19:00Z,2.433,13.08
2021-05-06T16:20:00Z,2.448,14.07
2021-05-06T18:20:00Z,2.406,13.25
2021-05-06T20:19:00Z,2.335,13.2
2021-05-06T22:20:00Z,2.565,12.99
2021-05-07T00:20:00Z,2.069,13.15
2021-05-07T02:19:00Z,2.638,13.12
2021-05-07T04:20:00Z,2.022,12.92
2021-05-07T06:20:00Z,2.177,12.86
2021-05-07T08:19:00Z,2.125,12.58
2021-05-07T10:20:00Z,1.881,12.53
2021-05-07T12:20:00Z,2.14,12.73
2021-05-07T14:19:00Z,1.738,12.66
2021-05-07T16:20:00Z,1.559,11.58
2021-05-07T18:20:00Z,1.857,12.56
2021-05-07T20:19:00Z,1.651,12.42
2021-05-07T22:20:00Z,1.383,12.57
2021-05-08T00:20:00Z,1.558,12.92
2021-05-08T02:19:00Z,1.404,12.34
2021-05-08T04:20:00Z,1.377,12.2
2021-05-08T06:20:00Z,1.491,12.3
2021-05-08T08:19:00Z,1.414,12.21
2021-05-08T10:20:00Z,1.263,12.31
2021-05-08T12:20:00Z,1.365,12.6
2021-05-08T14:19:00Z,1.17,13.33
2021-05-08T16:20:00Z,1.274,12.9
2021-05-08T18:20:00Z,1.245,12.41
2021-05-08T20:19:00Z,1.399,13.28
2021-05-08T22:20:00Z,1.387,13.16
2021-05-09T00:20:00Z,1.644,13.32
2021-05-09T02:19:00Z,1.351,13.83
2021-05-09T04:20:00Z,1.687,14.03
2021-05-09T06:20:00Z,1.816,15.07
2021-05-09T08:19:00Z,2.398,16.07
2021-05-09T10:20:00Z,1.999,15.53
2021-05-09T12:20:00Z,2.304,15.31
2021-05-09T14:19:00Z,2.229,14.92
2021-05-09T16:20:00Z,2.428,15.32
2021-05-09T18:20:00Z,2.242,15.44
2021-05-09T20:19:00Z,2.299,14.65
2021-05-09T22:20:00Z,1.971,14.02
2021-05-10T00:20:00Z,1.891,14.53
2021-05-10T02:19:00Z,2.186,14.01
2021-05-10T04:20:00Z,2.771,14.36
2021-05-10T06:20:00Z,3.009,13.35
2021-05-10T08:19:00Z,2.896,13.3
2021-05-10T10:20:00Z,2.632,13.67
2021-05-10T12:20:00Z,2.638,12.77
2021-05-10T14:19:00Z,2.729,13.57
2021-05-10T16:20:00Z,2.576,12.26
2021-05-10T18:20:00Z,2.499,13.02
2021-05-10T20:19:00Z,2.634,13.06
2021-05-10T22:20:00Z,2.704,13.03
2021-05-11T00:20:00Z,3.064,14.26
2021-05-11T02:19:00Z,2.891,13.57
2021-05-11T04:20:00Z,2.548,13.63
2021-05-11T06:20:00Z,2.369,13.39
2021-05-11T08:19:00Z,2.752,14.01
2021-05-11T10:20:00Z,2.92,13.91
2021-05-11T12:20:00Z,2.708,13.76
2021-05-11T14:19:00Z,2.682,13.3
2021-05-11T16:20:00Z,2.426,13
2021-05-11T18:20:00Z,2.03,12.72
2021-05-11T20:19:00Z,1.903,11.82
2021-05-11T22:20:00Z,2.337,12.88
2021-05-12T00:20:00Z,2.303,12.8
2021-05-12T02:19:00Z,1.981,13.39
2021-05-12T04:20:00Z,1.782,12.44
2021-05-12T06:20:00Z,1.791,13.14
2021-05-12T08:19:00Z,1.629,12.68
2021-05-12T10:20:00Z,1.637,12.64
2021-05-12T12:20:00Z,1.884,12.73
2021-05-12T14:19:00Z,1.862,12.88
2021-05-12T16:20:00Z,1.754,12.5
2021-05-12T18:20:00Z,1.486,12.35
2021-05-12T20:19:00Z,1.531,11.97
2021-05-12T22:20:00Z,1.369,11.85
2021-05-13T00:20:00Z,1.434,11.81
2021-05-13T02:19:00Z,1.263,11.59
2021-05-13T04:20:00Z,1.148,11.66
2021-05-13T06:20:00Z,1.283,11.88
2021-05-13T08:19:00Z,1.33,12.05
2021-05-13T10:20:00Z,1.254,11.89
2021-05-13T12:20:00Z,1.155,11.66
2021-05-13T14:19:00Z,1.011,12.1
2021-05-13T16:20:00Z,1.148,11.88
2021-05-13T18:20:00Z,1.364,12.28
2021-05-13T20:19:00Z,1.15,12.92
2021-05-13T22:20:00Z,1.12,12.9
2021-05-14T00:20:00Z,1.09,13.72
2021-05-14T02:19:00Z,1.197,13.85
2021-05-14T04:20:00Z,0.898,13.14
2021-05-14T06:20:00Z,0.919,12.59
2021-05-14T08:19:00Z,1.043,15.96
2021-05-14T10:20:00Z,1.172,13.93
2021-05-14T12:20:00Z,1.192,14.37
2021-05-14T14:19:00Z,1.192,14.7
2021-05-14T16:20:00Z,1.575,14.62
2021-05-14T18:20:00Z,1.269,14.03
2021-05-14T20:19:00Z,1.434,14.25
2021-05-14T22:20:00Z,1.28,14.25
2021-05-15T00:20:00Z,1.522,12.94
2021-05-15T02:19:00Z,1.392,12.04
2021-05-15T04:20:00Z,1.475,12.38
2021-05-15T06:20:00Z,1.294,12.51
2021-05-15T08:19:00Z,1.186,12.08
2021-05-15T10:20:00Z,1.076,12.36
2021-05-15T12:20:00Z,0.908,12.27
2021-05-15T14:19:00Z,0.994,13.44
2021-05-15T16:20:00Z,0.903,12.51
2021-05-15T18:20:00Z,0.991,12.63
2021-05-15T20:19:00Z,0.921,12.74
2021-05-15T22:20:00Z,0.898,12.52
2021-05-16T00:20:00Z,1.031,12.78
2021-05-16T02:19:00Z,0.998,12.99
2021-05-16T04:20:00Z,0.961,12.87
2021-05-16T06:20:00Z,0.992,12.8
2021-05-16T08:19:00Z,1.049,12.25
2021-05-16T10:20:00Z,0.905,11.68
2021-05-16T12:20:00Z,0.906,12
2021-05-16T14:19:00Z,0.898,11.4
2021-05-16T16:20:00Z,0.89,11.68
2021-05-16T18:20:00Z,0.866,11.32
2021-05-16T20:19:00Z,1.042,11.15
2021-05-16T22:20:00Z,0.837,11.26
2021-05-17T00:20:00Z,1.09,11.74
2021-05-17T02:19:00Z,0.958,12.32
2021-05-17T04:20:00Z,0.996,11.96
2021-05-17T06:20:00Z,1.22,12.2
2021-05-17T08:19:00Z,1.165,11.63
2021-05-17T10:20:00Z,1.164,12.31
2021-05-17T12:20:00Z,1.351,12.42
2021-05-17T14:19:00Z,1.375,12.05
2021-05-17T16:20:00Z,1.57,13.06
2021-05-17T18:20:00Z,1.759,13.48
2021-05-17T20:19:00Z,1.461,12.98
2021-05-17T22:20:00Z,1.545,13.66
2021-05-18T00:20:00Z,1.51,13.36
2021-05-18T02:19:00Z,1.617,13.86
2021-05-18T04:20:00Z,1.71,13.7
2021-05-18T06:20:00Z,1.47,13.39
2021-05-18T08:19:00Z,1.624,14.08
2021-05-18T10:20:00Z,1.457,12.88
2021-05-18T12:20:00Z,1.534,12.94
2021-05-18T14:19:00Z,1.579,12.57
2021-05-18T16:20:00Z,1.515,12.95
2021-05-18T18:20:00Z,1.566,12.98
2021-05-18T20:19:00Z,1.367,11.48
2021-05-18T22:20:00Z,1.418,12.01
2021-05-19T00:20:00Z,1.348,11.32
2021-05-19T02:19:00Z,1.391,12.32
2021-05-19T04:20:00Z,1.209,12.28
2021-05-19T06:20:00Z,1.183,11.62
2021-05-19T08:19:00Z,1.234,11.08
2021-05-19T10:20:00Z,1.241,11
2021-05-19T12:20:00Z,1.291,11.26
2021-05-19T14:19:00Z,1.236,11.38
2021-05-19T16:20:00Z,1.232,12.16
2021-05-19T18:20:00Z,1.231,11.23
2021-05-19T20:19:00Z,1.06,11.1
2021-05-19T22:20:00Z,0.997,12.34
2021-05-20T00:20:00Z,1.21,12.29
2021-05-20T02:19:00Z,1.269,11.42
2021-05-20T04:20:00Z,1.216,12.35
2021-05-20T06:20:00Z,1.271,11.57
2021-05-20T08:19:00Z,1.247,12.32
2021-05-20T10:20:00Z,1.185,12.5
2021-05-20T12:20:00Z,1.302,12.18
2021-05-20T14:19:00Z,1.364,12.67
2021-05-20T16:20:00Z,1.293,12.95
2021-05-20T18:20:00Z,1.299,12.98
2021-05-20T20:19:00Z,1.396,13.04
2021-05-20T22:20:00Z,1.583,13.11
2021-05-21T00:20:00Z,1.488,13.33
2021-05-21T02:19:00Z,1.425,13.27
2021-05-21T04:20:00Z,1.39,12.98
2021-05-21T06:20:00Z,1.274,12.78
2021-05-21T08:19:00Z,1.001,12.44
2021-05-21T10:20:00Z,1.288,12.71
2021-05-21T12:20:00Z,1.159,12.97
2021-05-21T14:19:00Z,1.057,12.41
2021-05-21T16:20:00Z,1.129,12.04
2021-05-21T18:20:00Z,1.09,12.56
2021-05-21T20:19:00Z,1.088,12.72
2021-05-21T22:20:00Z,0.995,12.95
2021-05-22T00:20:00Z,1.102,13.94
2021-05-22T02:19:00Z,1.223,14.84
2021-05-22T04:20:00Z,1.083,14.9
2021-05-22T06:20:00Z,1.315,15.72
2021-05-22T08:19:00Z,1.168,14.99
2021-05-22T10:20:00Z,1.88,17.19
2021-05-22T12:20:00Z,2.064,16.12
2021-05-22T14:19:00Z,2.403,16.21
2021-05-22T16:20:00Z,2.983,16.32
2021-05-22T18:20:00Z,3.658,15.71
2021-05-22T20:19:00Z,3.024,15.24
2021-05-22T22:20:00Z,3.573,15.22
2021-05-23T00:20:00Z,3.151,15.08
2021-05-23T02:19:00Z,3.257,14.99
2021-05-23T04:20:00Z,3.644,14.58
2021-05-23T06:20:00Z,2.307,13.7
2021-05-23T08:19:00Z,3.001,14.39
2021-05-23T10:20:00Z,2.515,14.3
2021-05-23T12:20:00Z,2.245,14.49
2021-05-23T14:19:00Z,2.194,13.68
2021-05-23T16:20:00Z,2.37,13.83
2021-05-23T18:20:00Z,3.132,13.99
2021-05-23T20:19:00Z,2.233,13.35
2021-05-23T22:20:00Z,2.152,13.31
2021-05-24T00:20:00Z,1.977,12.42
2021-05-24T02:19:00Z,1.999,12.86
2021-05-24T04:20:00Z,2.23,13.14
2021-05-24T06:20:00Z,2.168,12.31
2021-05-24T08:19:00Z,2.137,11.9
2021-05-24T10:20:00Z,2.074,12.55
2021-05-24T12:20:00Z,2.184,12.52
2021-05-24T14:19:00Z,2.153,12.65
2021-05-24T16:20:00Z,2.29,13.19
2021-05-24T18:20:00Z,2.44,13.6
2021-05-24T20:19:00Z,2.412,13.7
2021-05-24T22:20:00Z,2.306,13.41
2021-05-25T00:20:00Z,2.2,13.56
2021-05-25T02:19:00Z,2.001,13.37
2021-05-25T04:20:00Z,1.97,13.73
2021-05-25T06:20:00Z,1.844,13.05
2021-05-25T08:19:00Z,1.681,13.05
2021-05-25T10:20:00Z,1.755,13.88
2021-05-25T12:20:00Z,1.39,12.82
2021-05-25T14:19:00Z,1.36,12.93
2021-05-25T16:20:00Z,1.449,13.42
2021-05-25T18:20:00Z,1.557,13.76
2021-05-25T20:19:00Z,1.352,13.05
2021-05-25T22:20:00Z,1.47,14.07
2021-05-26T00:20:00Z,1.701,13.51
2021-05-26T02:19:00Z,1.411,14.05
2021-05-26T04:20:00Z,1.739,14.51
2021-05-26T06:20:00Z,1.75,14.06
2021-05-26T08:19:00Z,1.532,13.73
2021-05-26T10:20:00Z,1.518,13.51
2021-05-26T12:20:00Z,1.335,13.93
2021-05-26T14:19:00Z,1.5,13.56
2021-05-26T16:20:00Z,1.381,13.42
2021-05-26T18:20:00Z,1.465,13.71
2021-05-26T20:19:00Z,1.576,13.99
2021-05-26T22:20:00Z,1.502,12.81
2021-05-27T00:20:00Z,1.911,13.49
2021-05-27T02:19:00Z,2.12,13.7
2021-05-27T04:20:00Z,1.687,13.8
2021-05-27T06:20:00Z,1.646,13.18
2021-05-27T08:19:00Z,1.403,13.6
2021-05-27T10:20:00Z,1.833,13.56
2021-05-27T12:20:00Z,2.022,12.98
2021-05-27T14:19:00Z,1.366,12.89
2021-05-27T16:20:00Z,1.444,12.12
2021-05-27T18:20:00Z,1.583,12.5
2021-05-27T20:19:00Z,1.628,12.76
2021-05-27T22:20:00Z,1.572,12.29
2021-05-28T00:20:00Z,1.72,12.4
2021-05-28T02:19:00Z,1.556,12.47
2021-05-28T04:20:00Z,1.488,11.95
2021-05-28T06:20:00Z,1.268,12.17
2021-05-28T08:19:00Z,1.375,12.38
2021-05-28T10:20:00Z,1.435,12.23
2021-05-28T12:20:00Z,1.621,13.27
2021-05-28T14:19:00Z,1.591,14.11
2021-05-28T16:20:00Z,1.638,13.88
2021-05-28T18:20:00Z,1.398,13.56
2021-05-28T20:19:00Z,1.718,14.14
2021-05-28T22:20:00Z,1.598,12.96
2021-05-29T00:20:00Z,1.504,13.09
2021-05-29T02:19:00Z,1.692,14.29
2021-05-29T04:20:00Z,1.782,13.8
2021-05-29T06:20:00Z,1.566,13.5
2021-05-29T08:19:00Z,1.621,13.62
2021-05-29T10:20:00Z,1.36,13.55
2021-05-29T12:20:00Z,1.698,13.56
2021-05-29T14:19:00Z,1.678,13.16
2021-05-29T16:20:00Z,1.493,13.2
2021-05-29T18:20:00Z,1.951,13.95
2021-05-29T20:19:00Z,1.971,13.77
2021-05-29T22:20:00Z,1.356,13.68
2021-05-30T00:20:00Z,1.872,13.75
2021-05-30T02:19:00Z,1.929,13.88
2021-05-30T04:20:00Z,1.61,13.12
2021-05-30T06:20:00Z,1.671,12.11
2021-05-30T08:19:00Z,1.622,13.23
2021-05-30T10:20:00Z,1.731,12.93
2021-05-30T12:20:00Z,1.536,12.9
2021-05-30T14:19:00Z,1.647,13.19
2021-05-30T16:20:00Z,1.65,13.19
2021-05-30T18:20:00Z,1.44,12.86
2021-05-30T20:19:00Z,1.618,13.11
2021-05-30T22:20:00Z,1.679,11.95
2021-05-31T00:20:00Z,1.708,11.77
2021-05-31T02:19:00Z,1.747,12.81
2021-05-31T04:20:00Z,1.704,11.98
2021-05-31T06:20:00Z,1.661,11.54
2021-05-31T08:19:00Z,1.729,11.91
2021-05-31T10:20:00Z,1.682,12.6
2021-05-31T12:20:00Z,1.866,12.03
2021-05-31T14:19:00Z,1.784,11.51
2021-05-31T16:20:00Z,1.724,12.17
2021-05-31T18:20:00Z,1.478,11.92
2021-05-31T20:19:00Z,1.627,11.97
2021-05-31T22:20:00Z,1.857,12.22
2021-06-01T00:20:00Z,1.655,12.04
2021-06-01T02:19:00Z,2.08,12.29
2021-06-01T04:20:00Z,1.685,12.42
2021-06-01T06:20:00Z,1.437,11.54
2021-06-01T08:19:00Z,1.507,10.78
2021-06-01T10:20:00Z,1.442,10.67
2021-06-01T12:20:00Z,1.356,10.45
2021-06-01T14:19:00Z,1.27,10.64
2021-06-01T16:20:00Z,1.45,10.58
2021-06-01T18:20:00Z,1.293,11.01
2021-06-01T20:19:00Z,1.244,11.12
2021-06-01T22:20:00Z,1.176,10.7
2021-06-02T00:20:00Z,1.295,10.15
2021-06-02T02:19:00Z,1.234,11.02
2021-06-02T04:20:00Z,1.293,12.17
2021-06-02T06:20:00Z,1.561,12.73
2021-06-02T08:19:00Z,1.572,12.91
2021-06-02T10:20:00Z,1.695,12.9
2021-06-02T12:20:00Z,1.638,13.51
