Site,date,TempInSitu,Salinity_psu,Season,Depth,pH,DO_mg_L,Rn_dpm_L,PAR_calc
Varari,2021-08-04T17:00:00Z,27.325252956636,34.62670346354,Dry,0.552,8.054446113683774,NA,NA,NA
Varari,2021-08-04T17:01:00Z,27.2852743101183,34.7259000259784,Dry,0.544,8.054781405601483,10.225,NA,214.22071
Varari,2021-08-04T17:02:00Z,27.2852956636005,34.7142883235667,Dry,0.55,8.05528434347805,10.278,0.4,211.8766
Varari,2021-08-04T17:03:00Z,27.2853170170828,34.7027482200908,Dry,0.539,8.055954927313472,10.258,NA,184.56473
Varari,2021-08-04T17:04:00Z,27.285338370565,34.7173235716978,Dry,0.553,8.056793157107748,10.246,NA,169.06633
Varari,2021-08-04T17:05:00Z,27.2953597240473,34.7166492052354,Dry,0.528,8.058637262655157,10.265,NA,134.22667
Varari,2021-08-04T17:06:00Z,27.2953810775296,34.71291590993,Dry,0.517,8.059475492449433,10.289,NA,142.98381
Varari,2021-08-04T17:07:00Z,27.2954024310118,34.7066284057413,Dry,0.544,8.06030191525933,10.289,0.8,137.30468
Varari,2021-08-04T17:08:00Z,27.2854237844941,34.6972786596352,Dry,0.594,8.061140228712057,10.288,NA,118.4341
Varari,2021-08-04T17:09:00Z,27.2854451379763,34.6491992541277,Dry,0.535,8.061307891402603,10.291,NA,136.04437
Varari,2021-08-04T17:10:00Z,27.2854664914586,34.6220560043831,Dry,0.539,8.059463601806602,10.285,NA,135.44053
Varari,2021-08-04T17:11:00Z,27.2854878449409,34.6469836244598,Dry,0.541,8.059295939116057,10.27,NA,114.11436
Varari,2021-08-04T17:12:00Z,27.2755091984231,34.6325146171771,Dry,0.541,8.058457625663328,10.25,0,103.3847
Varari,2021-08-04T17:13:00Z,27.2555305519054,34.6593249371636,Dry,0.551,8.059176187282972,10.24,NA,75.77556
Varari,2021-08-04T17:14:00Z,27.2555519053876,34.6139952523494,Dry,0.55,8.05867316574239,10.231,NA,74.29849
Varari,2021-08-04T17:15:00Z,27.2555732588699,34.6285017229423,Dry,0.551,8.057834796508082,10.209,NA,63.45116
Varari,2021-08-04T17:16:00Z,27.2455946123522,34.642702056419,Dry,0.535,8.057164101120637,10.17,NA,67.44576
Varari,2021-08-04T17:17:00Z,27.2456159658344,34.6259749055832,Dry,0.512,8.055702695680068,10.154,0.7,77.09781
Varari,2021-08-04T17:18:00Z,27.2356373193167,34.6947895052991,Dry,0.555,8.054361215642775,10.15,NA,75.44733
Varari,2021-08-04T17:19:00Z,27.2356586727989,34.6728707041205,Dry,0.567,8.054193530638113,10.133,NA,77.94317
Varari,2021-08-04T17:20:00Z,27.2356800262812,34.6432139606302,Dry,0.532,8.053355105614804,10.113,NA,83.70901
Varari,2021-08-04T17:21:00Z,27.2257013797635,34.6599085383301,Dry,0.537,8.052516680591495,10.097,NA,82.50754
Varari,2021-08-04T17:22:00Z,27.2257227332457,34.6355035263615,Dry,0.547,8.05267166960418,10.069,0.4,80.5505
Varari,2021-08-04T17:23:00Z,27.225744086728,34.6188417678109,Dry,0.533,8.052336266115885,10.061,NA,79.40166
Varari,2021-08-04T17:24:00Z,27.2157654402103,34.6407892065991,Dry,0.522,8.052336266115885,10.053,NA,73.83091
Varari,2021-08-04T17:25:00Z,27.1957867936925,34.6389897944317,Dry,0.501,8.051162353906856,10.035,NA,68.3159
Varari,2021-08-04T17:26:00Z,27.1958081471748,34.6587019549426,Dry,0.549,8.051330055651002,10.024,NA,66.7738
Varari,2021-08-04T17:27:00Z,27.195829500657,34.6368416524022,Dry,0.531,8.050203385292516,10.007,1.1,59.39154
Varari,2021-08-04T17:28:00Z,27.1858508541393,34.6457980798297,Dry,0.526,8.048693969141567,9.998,NA,51.05244
Varari,2021-08-04T17:29:00Z,27.1758722076215,34.6417483130389,Dry,0.521,8.047855404613264,9.991,NA,44.88714
Varari,2021-08-04T17:30:00Z,27.1758935611038,34.679669064243,Dry,0.506,8.048861682047228,9.957,NA,42.56471
Varari,2021-08-04T17:31:00Z,27.1659149145861,34.6600507506023,Dry,0.551,8.050203385292516,9.98,NA,39.72204
Varari,2021-08-04T17:32:00Z,27.1659362680683,34.6563805734415,Dry,0.537,8.051699917494014,9.953,2.6,36.50469
Varari,2021-08-04T17:33:00Z,27.1659576215506,34.6682830240033,Dry,0.551,8.050022620986839,9.961,NA,34.68081
Varari,2021-08-04T17:34:00Z,27.1659789750328,34.6749948589034,Dry,0.537,8.049519432034685,9.946,NA,31.98678
Varari,2021-08-04T17:35:00Z,27.1660003285151,34.6842670361769,Dry,0.51,8.04717121692464,9.935,NA,29.8811
Varari,2021-08-04T17:36:00Z,27.1460216819974,34.7058850313977,Dry,0.524,8.046164839020335,9.915,NA,26.6204
Varari,2021-08-04T17:37:00Z,27.1460430354796,34.6892641939536,Dry,0.506,8.045661650068183,9.896,3.4,24.28558
Varari,2021-08-04T17:38:00Z,27.1460643889619,34.7219488995545,Dry,0.555,8.045205318974745,9.869,NA,22.96333
Varari,2021-08-04T17:39:00Z,27.1360857424442,34.7179074625414,Dry,0.533,8.045205318974745,9.869,NA,21.26021
Varari,2021-08-04T17:40:00Z,27.1361070959264,34.7064774040716,Dry,0.519,8.044031133263118,9.858,NA,19.51064
Varari,2021-08-04T17:41:00Z,27.1361284494087,34.7262176517736,Dry,0.512,7.926174717684272,8.322,NA,18.21317
Varari,2021-08-04T17:42:00Z,27.1361498028909,34.7354971746234,Dry,0.535,7.9617278103067,8.509,2.6,7.42468
Varari,2021-08-04T17:43:00Z,26.9461711563732,33.7992223314901,Dry,0.445,8.008073971751612,8.654,NA,7.1026300000000004
Varari,2021-08-04T17:44:00Z,26.9161925098555,33.8079956454503,Dry,0.407,7.990909971845915,9.01,NA,6.53286
Varari,2021-08-04T17:45:00Z,26.8662138633377,33.5417822960958,Dry,0.418,7.950315737332094,9.035,NA,5.93522
Varari,2021-08-04T17:46:00Z,26.92623521682,33.8769770613915,Dry,0.437,7.991600589563758,8.97,NA,5.34377
Varari,2021-08-04T17:47:00Z,26.9662565703022,34.0610486511233,Dry,0.439,8.000663118102416,8.931,2.6,4.79568
Varari,2021-08-04T17:48:00Z,26.8462779237845,33.3542394168246,Dry,0.4,7.968460769940927,8.799,NA,4.34048
Varari,2021-08-04T17:49:00Z,26.8762992772668,33.8033091180143,Dry,0.417,8.012578664884725,8.92,NA,3.81097
Varari,2021-08-04T17:50:00Z,26.916320630749,33.8561269208763,Dry,0.41,8.016757542816269,9.067,NA,3.20713
Varari,2021-08-04T17:51:00Z,26.8663419842313,33.9897811107619,Dry,0.405,7.937368574835896,9.022,NA,2.83554
Varari,2021-08-04T17:52:00Z,26.9163633377135,33.9277224903628,Dry,0.421,7.959061027138393,8.907,0.4,2.34318
Varari,2021-08-04T17:53:00Z,26.9063846911958,33.9291481302971,Dry,0.414,7.960403847538755,8.844,NA,1.91895
Varari,2021-08-04T17:54:00Z,26.9264060446781,33.9997105004172,Dry,0.441,7.969300032691154,8.818,NA,1.58143
Varari,2021-08-04T17:55:00Z,26.8764273981603,33.7493646874298,Dry,0.428,7.982056826494595,8.809,NA,1.28415
Varari,2021-08-04T17:56:00Z,26.9164487516426,34.0817433003593,Dry,0.412,7.994477915197945,8.864,NA,1.17887
Varari,2021-08-04T17:57:00Z,26.8764701051248,34.0335139723267,Dry,0.407,7.947999183572485,8.895,3.3,0.77941
Varari,2021-08-04T17:58:00Z,26.896491458607098,33.9073248659258,Dry,0.417,7.923514813589018,8.696,NA,0.65245
Varari,2021-08-04T17:59:00Z,26.8765128120894,34.0168182249939,Dry,0.432,7.967976963885544,8.665,NA,0.50381
Varari,2021-08-04T18:00:00Z,26.8965341655716,34.1347504745443,Dry,0.412,7.939101516710368,8.727,NA,0.40472
Varari,2021-08-04T18:01:00Z,26.8765555190539,34.1783810872033,Dry,0.428,7.921680296648884,8.727,NA,0.29944
Varari,2021-08-04T18:02:00Z,26.8665768725361,33.9844549264032,Dry,0.419,7.943506216629037,8.532,3.7,0.23751
Varari,2021-08-04T18:03:00Z,26.9065982260184,34.2091772717774,Dry,0.435,7.963149544611173,8.564,NA,0.07958
Varari,2021-08-04T18:04:00Z,26.8766195795007,34.1804614494677,Dry,0.417,7.98294042969211,8.724,NA,0.14151
Varari,2021-08-04T18:05:00Z,26.8766409329829,34.0926246791694,Dry,0.423,7.922493379435927,8.706,NA,0.05171
Varari,2021-08-04T18:06:00Z,26.8766622864652,34.2508628276981,Dry,0.423,7.934118193380824,8.598,NA,0.07339
Varari,2021-08-04T18:07:00Z,26.8166836399474,33.9551097033604,Dry,0.417,7.925515731948736,8.605,4.5,0
Varari,2021-08-04T18:08:00Z,26.8467049934297,34.0008450322542,Dry,0.415,7.963966772250585,8.391,NA,0
Varari,2021-08-04T18:09:00Z,26.816726346912,34.0268720900265,Dry,0.396,7.9183337451543805,8.463,NA,0.1508
Varari,2021-08-04T18:10:00Z,26.8567477003942,34.0531844556522,Dry,0.43,7.950366185942944,8.604,NA,0
Varari,2021-08-04T18:11:00Z,26.8767690538765,34.2036256830128,Dry,0.424,7.962981652919019,8.654,NA,0
Varari,2021-08-04T18:12:00Z,26.9167904073587,33.9704289885512,Dry,0.465,7.9507020028888125,8.389,1.8,0.05791
Varari,2021-08-04T18:13:00Z,26.866811760841,33.4440651204837,Dry,0.43,7.91883750414033,8.5,NA,0
Varari,2021-08-04T18:14:00Z,26.8168331143233,33.0243100525262,Dry,0.437,7.994713182736316,8.683,NA,0
Varari,2021-08-04T18:15:00Z,26.8468544678055,32.9677948118475,Dry,0.457,7.982289197516845,8.555,NA,0
Varari,2021-08-04T18:16:00Z,26.8568758212878,33.5770548846584,Dry,0.43,7.996224207965711,8.637,NA,0
Varari,2021-08-04T18:17:00Z,26.80689717477,33.220924938135,Dry,0.408,7.947008016484268,8.664,5.6,0
Varari,2021-08-04T18:18:00Z,26.8569185282523,33.506319850416,Dry,0.412,7.95322062998282,8.467,NA,0.07029
Varari,2021-08-04T18:19:00Z,26.8369398817346,33.2351104903116,Dry,0.406,7.987661731665805,8.513,NA,0
Varari,2021-08-04T18:20:00Z,26.7969612352168,32.9765514945879,Dry,0.424,7.966969680844549,8.639,NA,0
Varari,2021-08-04T18:21:00Z,26.8569825886991,33.4444542652946,Dry,0.471,7.950893451083857,8.631,NA,0.04242
Varari,2021-08-04T18:22:00Z,26.8970039421813,33.521570450001,Dry,0.446,7.971670335035857,8.394,3,0
Varari,2021-08-04T18:23:00Z,26.8370252956636,33.3488232482275,Dry,0.449,7.9345827894871634,8.251,NA,0.07649
Varari,2021-08-04T18:24:00Z,26.8470466491459,33.303278817635,Dry,0.412,7.948015467321871,8.532,NA,0
Varari,2021-08-04T18:25:00Z,26.8570680026281,33.429276909418,Dry,0.424,7.92269965636595,8.436,NA,0
Varari,2021-08-04T18:26:00Z,26.8570893561104,33.3530899806693,Dry,0.449,7.989992585555331,8.486,NA,0
Varari,2021-08-04T18:27:00Z,26.7971107095926,33.1759579235012,Dry,0.43,7.972362195897277,8.549,3,0
Varari,2021-08-04T18:28:00Z,26.8371320630749,33.453019899337,Dry,0.428,7.966339486762119,8.691,NA,0
Varari,2021-08-04T18:29:00Z,26.8371534165572,33.3720311690066,Dry,0.446,7.956937552001438,8.608,NA,0
Varari,2021-08-04T18:30:00Z,26.7971747700394,33.0881759917224,Dry,0.471,7.985794873731985,8.623,NA,0.02694
Varari,2021-08-04T18:31:00Z,26.8371961235217,33.3187566916518,Dry,0.46,7.924352571080027,8.348,NA,0.04862
Varari,2021-08-04T18:32:00Z,26.7072174770039,33.2132927941154,Dry,0.392,7.949022918159474,8.499,4.4,0
Varari,2021-08-04T18:33:00Z,26.8172388304862,33.5247456941941,Dry,0.451,7.914948129972192,8.381,NA,0.03004
Varari,2021-08-04T18:34:00Z,26.8072601839685,33.4153225776716,Dry,0.431,7.8900935356157715,8.256,NA,0.04242
Varari,2021-08-04T18:35:00Z,26.7472815374507,33.1452910650976,Dry,0.424,7.9601230345794685,8.361,NA,0.02075
Varari,2021-08-04T18:36:00Z,26.747302890933,33.1306606682458,Dry,0.417,7.938291296293424,8.278,NA,0
Varari,2021-08-04T18:37:00Z,26.7673242444152,33.3500965437092,Dry,0.431,7.935940186016465,8.169,2.2,0
Varari,2021-08-04T18:38:00Z,26.7573455978975,33.3190797356804,Dry,0.433,7.994065512708915,8.259,NA,0
Varari,2021-08-04T18:39:00Z,26.7573669513798,33.1951052420404,Dry,0.431,7.92250527014813,8.344,NA,0
Varari,2021-08-04T18:40:00Z,26.767388304862,33.3687649326279,Dry,0.403,7.935643492204501,8.276,NA,0
Varari,2021-08-04T18:41:00Z,26.7474096583443,33.0899618997323,Dry,0.419,7.931612748817317,8.089,NA,0
Varari,2021-08-04T18:42:00Z,26.7674310118265,33.402291248994,Dry,0.435,7.91733719932104,8.13,4.1,0
Varari,2021-08-04T18:43:00Z,26.7974523653088,33.637799089972,Dry,0.423,7.98701288690561,8.225,NA,0.01146
Varari,2021-08-04T18:44:00Z,26.7574737187911,33.2281963911368,Dry,0.417,7.941146215915445,8.299,NA,0
Varari,2021-08-04T18:45:00Z,26.7674950722733,33.3810816575817,Dry,0.442,7.888954047969619,8.302,NA,0
Varari,2021-08-04T18:46:00Z,26.7975164257556,33.6375976800125,Dry,0.449,7.93429991107544,8.204,NA,0
Varari,2021-08-04T18:47:00Z,26.7475377792378,33.3446833585192,Dry,0.431,7.934635806357705,8.094,3.7,0.01146
Varari,2021-08-04T18:48:00Z,26.7275591327201,33.4661632600645,Dry,0.429,7.909415793103207,8.086,NA,0
Varari,2021-08-04T18:49:00Z,26.7575804862024,33.4483781738519,Dry,0.458,7.942000893124244,8.089,NA,0.02075
Varari,2021-08-04T18:50:00Z,26.7076018396846,33.1414341755645,Dry,0.428,7.945552403031328,7.935,NA,0
Varari,2021-08-04T18:51:00Z,26.7676231931669,33.4583146545781,Dry,0.458,7.962347167144596,8.183,NA,0.07339
Varari,2021-08-04T18:52:00Z,26.7376445466491,33.1598953348204,Dry,0.438,7.941664964258047,8.188,4.4,0
Varari,2021-08-04T18:53:00Z,26.7376659001314,33.2655061387243,Dry,0.451,7.958148476116279,8.051,NA,0
Varari,2021-08-04T18:54:00Z,26.6976872536137,33.1110259218007,Dry,0.44,7.95630105206382,8.025,NA,0.07649
Varari,2021-08-04T18:55:00Z,26.7277086070959,33.2224604316249,Dry,0.433,7.971710649515908,8.202,NA,0
Varari,2021-08-04T18:56:00Z,26.7477299605782,33.428642579092,Dry,0.438,7.967889439301974,8.117,NA,0.00526
Varari,2021-08-04T18:57:00Z,26.6977513140604,33.0560683946759,Dry,0.413,7.9089398172644065,7.937,5.5,0
Varari,2021-08-04T18:58:00Z,26.7477726675427,33.4740210675416,Dry,0.465,7.899374636914485,7.994,NA,0
Varari,2021-08-04T18:59:00Z,26.727794021025,33.5064703503843,Dry,0.428,7.962683062426861,8.24,NA,0
Varari,2021-08-04T19:00:00Z,26.7278153745072,33.3835291637484,Dry,0.431,7.971374776619199,8.279,NA,0
Varari,2021-08-04T19:01:00Z,26.7078367279895,33.2691071135344,Dry,0.417,7.91277508176517,8.03,NA,0
Varari,2021-08-04T19:02:00Z,26.7978580814717,33.4958612346535,Dry,0.476,7.918344885167836,8.035,4.7,0
Varari,2021-08-04T19:03:00Z,26.747879434954,33.3130817208553,Dry,0.465,7.8997105881737,8.068,NA,0
Varari,2021-08-04T19:04:00Z,26.7279007884363,32.9724797541232,Dry,0.451,7.979477826540129,8.06,NA,0
Varari,2021-08-04T19:05:00Z,26.7079221419185,33.0863175111658,Dry,0.431,7.93880956889538,8.04,NA,0
Varari,2021-08-04T19:06:00Z,26.7479434954008,33.231782136198,Dry,0.463,7.941161070958753,8.126,NA,0.02384
Varari,2021-08-04T19:07:00Z,26.707964848883,33.1397748819712,Dry,0.451,7.9428407152897345,8.231,2.2,0.02694
Varari,2021-08-04T19:08:00Z,26.6879862023653,32.9548025760848,Dry,0.444,7.9813252505925885,8.286,NA,0
Varari,2021-08-04T19:09:00Z,26.7280075558476,33.2900873056006,Dry,0.437,7.899505891550418,8.114,NA,0
Varari,2021-08-04T19:10:00Z,26.7580289093298,33.4992004315721,Dry,0.472,7.956949727669976,8.086,NA,0
Varari,2021-08-04T19:11:00Z,26.7080502628121,33.0474760240481,Dry,0.429,7.948407512930585,8.157,NA,0
Varari,2021-08-04T19:12:00Z,26.7280716162943,33.2622493603625,Dry,0.465,7.909621150320533,8.08,5.5,0
Varari,2021-08-04T19:13:00Z,26.7480929697766,33.2586753769527,Dry,0.463,7.903705002377872,8.038,NA,0
Varari,2021-08-04T19:14:00Z,26.7681143232589,33.3714246860334,Dry,0.48,7.92121146876344,8.114,NA,0
Varari,2021-08-04T19:15:00Z,26.7681356767411,33.4361192803737,Dry,0.451,7.968707237986845,8.077,NA,0.01146
Varari,2021-08-04T19:16:00Z,26.7381570302234,33.26807310726,Dry,0.438,7.928899667342589,8.087,NA,0
Varari,2021-08-04T19:17:00Z,26.7381783837057,33.195689551815,Dry,0.44,7.924868520948235,8.12,4.4,0.05481
Varari,2021-08-04T19:18:00Z,26.7281997371879,33.1284860377281,Dry,0.447,7.94271234935318,8.013,NA,0
Varari,2021-08-04T19:19:00Z,26.7682210906702,33.3300543795685,Dry,0.444,7.947207790550285,8.043,NA,0
Varari,2021-08-04T19:20:00Z,26.7282424441524,33.0720329758203,Dry,0.431,7.974439397306148,8.101,NA,0
Varari,2021-08-04T19:21:00Z,26.7482637976347,33.3988470986988,Dry,0.435,7.9593012297333505,8.108,NA,0
Varari,2021-08-04T19:22:00Z,26.7482851511169,33.5012055345032,Dry,0.44,7.932969762835954,8.056,2.5,0.01146
Varari,2021-08-04T19:23:00Z,26.6983065045992,33.279686976444,Dry,0.44,7.975761744176967,8.047,NA,0.02384
Varari,2021-08-04T19:24:00Z,26.7283278580815,33.2573862222431,Dry,0.454,7.966881753455178,8.269,NA,0.01765
Varari,2021-08-04T19:25:00Z,26.7683492115637,33.5951570303603,Dry,0.498,7.929920292655876,7.794,NA,0.03933
