Season,Site,Test #,Full Date,Year,Month,Day,Hour,Minute,Total Counts,Live Time [Minutes],% Counts (A),% Counts (B),% Counts (C),% Counts (D),High Voltage,HV Duty Cycle,Air Temperature [Celsius],Relative Humidity [%],Leakage Current,Battery Voltage,Pump Current [mA],Flags Byte,Radon [pCi/L],Radon 2-Sigma Uncert. [pCi/L],Units Byte,Run #,Cycle #,C/A Count Ratio,Mode,Calculated Radon [Dpm/L],Calculated Radon 2-Sigma Uncert. [Dpm/L],Calculated Thoron [Dpm/L],Calculated Thoron 2-Sigma Uncert. [Dpm/L],Radon In Water [Dpm/L],Radon In Water 2-Sigma Uncert. [Dpm/L],Thoron In Water [Dpm/L],Thoron In Water 2-Sigma Uncert. [Dpm/L],Water Temperature [Celsius],Meaningful Thoron Threshold (Air) [Dpm/L],Meaningful Thoron Threshold (Water) [Dpm/L],Total Counts (A),Total Counts (B),Total Counts (C),Total Counts (D),Total Counts (Other),Avg. CPM (A),Avg. CPM (B),Avg. CPM (C),Avg. CPM (D),Avg. CPM (Other)
Wet,Varari,307,3/24/2022 21:46,22,3,24,21,47,63,4.6,68.3,0,22.2,1.6,2218,9,28.1,5,2,6.18,50,134,38.15439,13.54614,255,14,74,0.325,Sniff,83.6,,,,14.3,,,,28.2,,,,,,,,,,,,
Wet,Varari,308,3/24/2022 21:51,22,3,24,21,52,101,4.5,74.3,1,16.8,1,2218,8,28.1,5,2,6.18,50,134,66.01985,17.33967,255,14,75,0.226,Sniff,149.6,,,,25.3,,,,28.4,,,,,,,,,,,,
Wet,Varari,309,3/24/2022 21:56,22,3,24,21,57,88,4.5,64.8,2.3,28.4,0,2218,9,28.1,5,2,6.18,50,134,50.85313,15.3733,255,14,76,0.438,Sniff,114.4,,,,19.36,,,,28.5,,,,,,,,,,,,
Wet,Varari,310,3/24/2022 22:01,22,3,24,22,2,108,4.5,67.6,1.9,25,0.9,2218,9,28.1,5,2,6.18,50,134,65.1277,17.13362,255,14,77,0.37,Sniff,145.2,,,,24.64,,,,28.3,,,,,,,,,,,,
Wet,Varari,311,3/24/2022 22:06,22,3,24,22,7,88,4.5,70.5,0,27.3,0,2218,9,28.1,5,2,6.21,50,134,55.31393,15.94692,255,14,78,0.387,Sniff,123.2,,,,21.12,,,,28.3,,,,,,,,,,,,
Wet,Varari,312,3/24/2022 22:11,22,3,24,22,12,117,4.5,59,2.6,29.1,0.9,2218,8,28.1,5,2,6.18,50,134,61.8973,16.80485,255,14,79,0.493,Sniff,136.4,,,,23.32,,,,28.3,,,,,,,,,,,,
Wet,Varari,313,3/24/2022 22:16,22,3,24,22,17,96,4.5,62.5,0,30.2,0,2218,9,28.1,5,2,6.18,50,134,53.52962,15.72031,255,14,80,0.483,Sniff,118.8,,,,20.46,,,,28.2,,,,,,,,,,,,
Wet,Varari,314,3/24/2022 22:21,22,3,24,22,22,120,4.5,60.8,0.8,35,0.8,2218,9,28.1,5,2,6.18,50,134,65.48555,17.22777,255,14,81,0.576,Sniff,145.2,,,,24.64,,,,28.4,,,,,,,,,,,,
Wet,Varari,315,3/24/2022 22:26,22,3,24,22,27,115,4.5,63.5,0,33.9,0,2218,9,28.1,5,2,6.18,50,134,65.48555,17.22777,255,14,82,0.534,Sniff,145.2,,,,24.86,,,,28.6,,,,,,,,,,,,
Wet,Varari,316,3/24/2022 22:31,22,3,24,22,32,105,4.5,64.8,0,32.4,0,2218,9,28.1,5,2,6.18,50,134,61.00024,16.69724,255,14,83,0.5,Sniff,136.4,,,,23.1,,,,28.4,,,,,,,,,,,,
Wet,Varari,317,3/24/2022 22:36,22,3,24,22,38,115,4.5,52.2,2.6,41.8,0,2218,9,28.1,5,2,6.18,50,134,53.82373,15.80669,255,14,84,0.801,Sniff,118.8,,,,20.46,,,,28.4,,,,,,,,,,,,
Wet,Varari,318,3/24/2022 22:41,22,3,24,22,43,117,4.5,53.9,0.9,42.7,0.9,2201,8,28.1,5,2,6.18,50,134,56.51492,16.14712,255,14,85,0.792,Sniff,125.4,,,,21.34,,,,28.3,,,,,,,,,,,,
Wet,Varari,319,3/24/2022 22:46,22,3,24,22,48,135,4.5,51.9,0,45.9,0,2218,8,28.1,5,2,6.18,50,134,62.79435,16.91169,255,14,86,0.884,Sniff,140.8,,,,23.98,,,,28.2,,,,,,,,,,,,
Wet,Varari,320,3/24/2022 22:51,22,3,24,22,53,111,4.5,52.3,2.7,41.5,0.9,2218,9,28.1,5,2,6.18,50,134,51.13254,15.57506,255,14,87,0.793,Sniff,114.4,,,,19.58,,,,28.4,,,,,,,,,,,,
Wet,Varari,321,3/24/2022 22:56,22,3,24,22,58,116,4.5,52.6,0,42.3,0.9,2218,9,28.1,5,2,6.18,50,134,53.82373,15.92107,255,14,88,0.804,Sniff,121,,,,20.68,,,,28.2,,,,,,,,,,,,
Wet,Varari,322,3/24/2022 23:01,22,3,24,23,3,114,4.5,49.1,1.8,43.9,2.6,2218,9,28.1,5,2,6.18,50,134,49.33842,15.45777,255,14,89,0.894,Sniff,107.8,,,,18.7,,,,28.2,,,,,,,,,,,,
Wet,Varari,323,3/24/2022 23:06,22,3,24,23,8,140,4.5,47.9,1.4,45,0.7,2218,8,28.1,5,2,6.18,50,134,60.43523,16.68051,255,14,90,0.939,Sniff,132,,,,22.66,,,,28.3,,,,,,,,,,,,
Wet,Varari,324,3/24/2022 23:11,22,3,24,23,13,167,4.5,53.3,2.4,40.7,0.6,2218,9,28.1,5,2,6.18,50,134,80.27963,18.91863,255,14,91,0.764,Sniff,176,,,,30.14,,,,28.4,,,,,,,,,,,,
Wet,Varari,325,3/24/2022 23:16,22,3,24,23,18,118,4.5,48.3,0,49.2,0,2218,9,28.1,5,2,6.18,50,134,51.13254,15.45777,255,14,92,1.02,Sniff,114.4,,,,19.58,,,,28.3,,,,,,,,,,,,
Wet,Varari,326,3/24/2022 23:21,22,3,24,23,23,140,4.5,54.3,0,45,0,2218,9,28.4,5,2,6.15,50,134,68.5534,17.63439,255,14,93,0.829,Sniff,151.8,,,,25.96,,,,28.2,,,,,,,,,,,,
Wet,Varari,327,3/24/2022 23:26,22,3,24,23,28,145,4.5,55.2,1.4,39.3,0,2218,9,28.1,5,2,6.15,50,134,72.16147,18.04037,255,14,94,0.712,Sniff,160.6,,,,27.5,,,,28.1,,,,,,,,,,,,
Wet,Varari,328,3/24/2022 23:31,22,3,24,23,33,117,4.5,50.4,0,45.3,0,2218,9,28.1,5,2,6.15,50,134,52.92668,15.69135,255,14,95,0.899,Sniff,116.6,,,,20.24,,,,28.2,,,,,,,,,,,,
Wet,Varari,329,3/24/2022 23:36,22,3,24,23,38,146,4.5,42.5,3.4,50.7,0,2218,9,28.1,5,2,6.15,50,134,55.92514,16.12313,255,14,96,1.19,Sniff,123.2,,,,21.12,,,,28.4,,,,,,,,,,,,
Wet,Varari,330,3/24/2022 23:41,22,3,24,23,43,134,4.5,47,0,47.8,0.8,2218,8,28.1,5,2,6.18,50,134,56.51492,16.14712,255,14,97,1.02,Sniff,125.4,,,,21.34,,,,28.2,,,,,,,,,,,,
Wet,Varari,331,3/24/2022 23:46,22,3,24,23,48,138,4.5,45.7,2.2,50,0,2236,9,28.1,5,2,6.15,50,134,56.82715,16.23633,255,14,98,1.09,Sniff,125.4,,,,21.56,,,,28.4,,,,,,,,,,,,
Wet,Varari,332,3/24/2022 23:51,22,3,24,23,53,125,4.5,49.6,0,49.6,0,2218,9,28.1,5,2,6.18,50,134,55.61785,16.03454,255,14,99,1,Sniff,123.2,,,,21.12,,,,28.3,,,,,,,,,,,,
Wet,Varari,333,3/24/2022 23:56,22,3,24,23,58,165,4.5,47.9,0.6,47.9,0,2201,8,28.1,5,2,6.15,50,134,71.25946,17.93983,255,15,1,1,Sniff,158.4,,,,26.84,,,,28.4,,,,,,,,,,,,
Wet,Varari,334,3/25/2022 0:01,22,3,25,0,3,160,4.5,56.3,1.9,38.1,0,2218,9,28.4,5,2,6.15,50,134,81.18167,19.01345,255,15,2,0.677,Sniff,180.4,,,,31.02,,,,28.1,,,,,,,,,,,,
Wet,Varari,335,3/25/2022 0:06,22,3,25,0,8,154,4.5,44.2,2.6,51.3,0,2218,9,28.1,4,2,6.18,50,134,61.33725,16.78949,255,15,3,1.16,Sniff,136.4,,,,23.32,,,,28.3,,,,,,,,,,,,
Wet,Varari,336,3/25/2022 0:11,22,3,25,0,13,138,4.5,46.4,1.5,47.1,0,2218,9,28.4,5,2,6.15,50,134,57.72918,16.34864,255,15,4,1.02,Sniff,127.6,,,,22,,,,28,,,,,,,,,,,,
Wet,Varari,337,3/25/2022 0:16,22,3,25,0,18,125,4.5,47.2,1.6,44.8,4,2201,9,28.4,5,2,6.15,50,134,51.13254,15.80669,255,15,5,0.949,Sniff,112.2,,,,19.36,,,,28.1,,,,,,,,,,,,
Wet,Varari,338,3/25/2022 0:21,22,3,25,0,23,167,4.5,46.7,3.6,44.9,0,2218,8,28.4,5,2,6.15,50,134,70.35743,17.83866,255,15,6,0.961,Sniff,156.2,,,,26.84,,,,28.1,,,,,,,,,,,,
Wet,Varari,339,3/25/2022 0:26,22,3,25,0,28,141,4.5,48.2,0.7,48.2,0,2218,8,28.4,5,2,6.15,50,134,61.33725,16.78949,255,15,7,1,Sniff,136.4,,,,23.32,,,,28.2,,,,,,,,,,,,
Wet,Varari,340,3/25/2022 0:31,22,3,25,0,33,131,4.5,54.2,0,42,0,2218,9,28.4,5,2,6.15,50,134,63.69142,17.01778,255,15,8,0.775,Sniff,140.8,,,,24.2,,,,28.3,,,,,,,,,,,,
Wet,Varari,341,3/25/2022 0:36,22,3,25,0,38,130,4.5,43.9,0.8,50.8,0,2218,8,28.4,5,2,6.15,50,134,51.13254,15.45777,255,15,9,1.16,Sniff,114.4,,,,19.58,,,,28,,,,,,,,,,,,
Wet,Varari,342,3/25/2022 0:41,22,3,25,0,43,146,4.5,42.5,1.4,52.1,0.7,2218,8,28.4,5,2,6.12,50,134,55.92514,16.12313,255,15,10,1.23,Sniff,123.2,,,,21.34,,,,27.8,,,,,,,,,,,,
Wet,Varari,343,3/25/2022 0:46,22,3,25,0,48,130,4.5,54.6,0.8,41.6,0.8,2218,8,28.4,5,2,6.15,50,134,63.69142,17.01778,255,15,11,0.762,Sniff,140.8,,,,24.2,,,,27.9,,,,,,,,,,,,
Wet,Varari,344,3/25/2022 0:51,22,3,25,0,53,158,4.5,44.3,0.6,49.4,0.6,2218,9,28.4,5,2,6.18,50,134,63.14128,17.00512,255,15,12,1.12,Sniff,138.6,,,,23.98,,,,27.8,,,,,,,,,,,,
Wet,Varari,345,3/25/2022 0:56,22,3,25,0,58,130,4.5,50.8,2.3,44.6,0,2218,8,28.4,5,2,6.15,50,134,59.20611,16.47966,255,15,13,0.878,Sniff,132,,,,22.88,,,,27.8,,,,,,,,,,,,
Wet,Varari,346,3/25/2022 1:01,22,3,25,1,3,168,4.5,53,1.2,42.9,0,2218,9,28.4,5,2,6.15,50,134,80.72562,19.02373,255,15,14,0.809,Sniff,178.2,,,,30.8,,,,27.8,,,,,,,,,,,,
Wet,Varari,347,3/25/2022 1:06,22,3,25,1,8,151,4.5,46.4,1.3,49,0.7,2218,8,28.4,5,2,6.15,50,134,62.23927,17.00512,255,15,15,1.06,Sniff,138.6,,,,23.98,,,,27.9,,,,,,,,,,,,
Wet,Varari,348,3/25/2022 1:11,22,3,25,1,13,146,4.5,48.6,3.4,46.6,0,2218,9,28.4,5,2,6.15,50,134,64.0433,17.11179,255,15,16,0.959,Sniff,140.8,,,,24.64,,,,27.6,,,,,,,,,,,,
Wet,Varari,349,3/25/2022 1:16,22,3,25,1,18,159,4.5,49.7,1.9,47.2,0,2218,9,28.4,5,2,6.15,50,134,71.25946,17.93983,255,15,17,0.95,Sniff,158.4,,,,27.28,,,,27.8,,,,,,,,,,,,
Wet,Varari,350,3/25/2022 1:21,22,3,25,1,23,154,4.5,48.1,2,46.1,0,2218,9,28.4,5,2,6.15,50,134,66.74937,17.42745,255,15,18,0.958,Sniff,147.4,,,,25.74,,,,27.7,,,,,,,,,,,,
Wet,Varari,351,3/25/2022 1:26,22,3,25,1,28,155,4.5,45.2,0,51,0,2218,9,28.1,5,2,6.15,50,134,63.14128,17.00512,255,15,19,1.13,Sniff,140.8,,,,24.2,,,,27.8,,,,,,,,,,,,
Wet,Varari,352,3/25/2022 1:31,22,3,25,1,33,147,4.5,46.3,1.4,47.6,0.7,2218,8,28.4,5,2,6.12,50,134,61.33725,16.78949,255,15,20,1.03,Sniff,134.2,,,,23.32,,,,27.9,,,,,,,,,,,,
Wet,Varari,353,3/25/2022 1:36,22,3,25,1,38,154,4.5,44.2,0.7,52.6,0,2218,8,28.1,5,2,6.12,50,134,61.33725,16.78949,255,15,21,1.19,Sniff,136.4,,,,23.54,,,,27.9,,,,,,,,,,,,
Wet,Varari,354,3/25/2022 1:41,22,3,25,1,43,138,4.5,42.8,0.7,55.1,0,2218,9,28.1,5,2,6.12,50,134,53.21908,15.77804,255,15,22,1.29,Sniff,118.8,,,,20.46,,,,27.7,,,,,,,,,,,,
Wet,Varari,355,3/25/2022 1:46,22,3,25,1,48,163,4.5,51.5,0,40.5,1.2,2218,9,28.4,5,2,6.12,50,134,74.86753,18.43643,255,15,23,0.786,Sniff,165,,,,28.82,,,,27.7,,,,,,,,,,,,
Wet,Varari,356,3/25/2022 1:51,22,3,25,1,53,167,4.5,43.7,1.2,50.3,0,2218,8,28.1,5,2,6.12,50,134,66.21315,17.41919,255,15,24,1.15,Sniff,145.2,,,,25.3,,,,27.7,,,,,,,,,,,,
Wet,Varari,357,3/25/2022 1:56,22,3,25,1,58,153,4.5,43.8,3.9,49.7,0,2218,9,28.1,5,2,6.12,50,134,60.43523,16.68051,255,15,25,1.13,Sniff,134.2,,,,23.32,,,,27.6,,,,,,,,,,,,
Wet,Varari,358,3/25/2022 2:01,22,3,25,2,3,164,4.5,53.1,0.6,45.7,0,2218,8,28.1,4,2,6.12,50,134,78.4756,18.7274,255,15,26,0.861,Sniff,173.8,,,,30.36,,,,27.6,,,,,,,,,,,,
Wet,Varari,359,3/25/2022 2:06,22,3,25,2,8,146,4.5,47.3,1.4,48,0,2218,9,28.1,5,2,6.15,50,134,62.23927,16.89769,255,15,27,1.01,Sniff,138.6,,,,23.98,,,,27.6,,,,,,,,,,,,
Wet,Varari,360,3/25/2022 2:11,22,3,25,2,13,143,4.5,49.7,2.1,44.8,0.7,2218,9,28.1,5,2,6.12,50,134,63.14128,17.11179,255,15,28,0.901,Sniff,140.8,,,,24.42,,,,27.6,,,,,,,,,,,,
Wet,Varari,361,3/25/2022 2:16,22,3,25,2,18,155,4.5,51.6,0,46.5,0.7,2218,9,28.1,5,2,6.12,50,134,72.16147,18.04037,255,15,29,0.901,Sniff,158.4,,,,27.5,,,,27.6,,,,,,,,,,,,
Wet,Varari,362,3/25/2022 2:21,22,3,25,2,23,172,4.5,45.9,1.8,47.7,1.2,2218,9,28.1,5,2,6.12,50,134,70.74829,18.03949,255,15,30,1.04,Sniff,156.2,,,,26.84,,,,27.7,,,,,,,,,,,,
Wet,Varari,363,3/25/2022 2:26,22,3,25,2,28,158,4.5,41.2,0.6,53.8,0.6,2218,8,28.1,5,2,6.09,50,134,58.6312,16.4601,255,15,31,1.31,Sniff,129.8,,,,22.44,,,,27.7,,,,,,,,,,,,
Wet,Varari,364,3/25/2022 2:31,22,3,25,2,33,157,4.5,54.2,0.6,38.2,1.3,2201,9,28.1,5,2,6.12,50,134,75.76954,18.53399,255,15,32,0.705,Sniff,167.2,,,,29.04,,,,27.7,,,,,,,,,,,,
Wet,Varari,365,3/25/2022 2:36,22,3,25,2,38,139,4.5,46.1,2.2,48.9,1.5,2218,9,28.1,5,2,6.09,50,134,56.82715,16.34864,255,15,33,1.06,Sniff,125.4,,,,21.78,,,,27.6,,,,,,,,,,,,
Wet,Varari,366,3/25/2022 2:41,22,3,25,2,43,152,4.5,40.1,0.7,56.6,0,2218,9,28.1,5,2,6.09,50,134,55.02312,16.00904,255,15,34,1.41,Sniff,121,,,,21.12,,,,27.7,,,,,,,,,,,,
Wet,Varari,367,3/25/2022 2:46,22,3,25,2,48,155,4.5,49.7,0.7,46.5,0,2218,8,28.1,5,2,6.12,50,134,69.45542,17.73685,255,15,35,0.936,Sniff,154,,,,26.62,,,,27.7,,,,,,,,,,,,
Wet,Varari,368,3/25/2022 2:51,22,3,25,2,53,154,4.5,55.9,1.3,40.9,0,2201,8,28.1,4,2,6.09,50,134,77.57359,18.63097,255,15,36,0.732,Sniff,171.6,,,,29.92,,,,27.6,,,,,,,,,,,,
Wet,Varari,369,3/25/2022 2:56,22,3,25,2,58,161,4.5,47.2,0.6,49.1,0,2236,9,27.8,4,2,6.09,50,134,68.5534,17.63439,255,15,37,1.04,Sniff,151.8,,,,26.4,,,,27.5,,,,,,,,,,,,
Wet,Varari,370,3/25/2022 3:01,22,3,25,3,3,171,4.5,46.2,2.4,47.4,1.8,2218,9,27.8,4,2,6.09,50,134,70.74829,18.14059,255,15,38,1.03,Sniff,154,,,,26.84,,,,27.5,,,,,,,,,,,,
Wet,Varari,371,3/25/2022 3:06,22,3,25,3,8,155,4.5,54.9,1.9,40,0.7,2218,8,27.8,5,2,6.09,50,134,76.67156,18.53399,255,15,39,0.729,Sniff,169.4,,,,29.26,,,,27.6,,,,,,,,,,,,
Wet,Varari,372,3/25/2022 3:11,22,3,25,3,13,176,4.5,51.7,0.6,46,0.6,2201,9,27.8,4,2,6.06,50,134,82.53968,19.2139,255,15,40,0.89,Sniff,180.4,,,,31.46,,,,27.5,,,,,,,,,,,,
Wet,Varari,373,3/25/2022 3:16,22,3,25,3,18,170,4.5,47.7,0.6,44.7,1.2,2218,9,27.8,5,2,6.06,50,134,72.56235,18.24106,255,15,41,0.937,Sniff,160.6,,,,27.94,,,,27.4,,,,,,,,,,,,
Wet,Varari,374,3/25/2022 3:21,22,3,25,3,23,179,4.5,46.9,0.6,50.3,0,2236,9,27.8,5,2,6.06,50,134,76.19048,18.53885,255,15,42,1.07,Sniff,167.2,,,,29.26,,,,27.4,,,,,,,,,,,,
Wet,Varari,375,3/25/2022 3:26,22,3,25,3,28,159,4.5,47.2,1.9,45.9,0.6,2218,8,27.8,5,2,6.06,50,134,67.65138,17.53126,255,15,43,0.972,Sniff,149.6,,,,25.96,,,,27.5,,,,,,,,,,,,
Wet,Varari,376,3/25/2022 3:31,22,3,25,3,33,185,4.5,52.4,0.6,46.5,0,2218,9,27.8,5,2,6.09,50,134,87.98187,19.77233,255,15,44,0.887,Sniff,198,,,,33.66,,,,27.5,,,,,,,,,,,,
Wet,Varari,377,3/25/2022 3:36,22,3,25,3,38,151,4.5,41.7,2,50.3,1.3,2218,9,27.8,4,2,6.06,50,134,55.92514,16.23633,255,15,45,1.21,Sniff,123.2,,,,21.56,,,,27.5,,,,,,,,,,,,
Wet,Varari,378,3/25/2022 3:41,22,3,25,3,43,176,4.5,38.6,0.6,56.8,2.3,2236,9,27.8,4,2,6.06,50,134,59.86395,16.99156,255,15,46,1.47,Sniff,132,,,,22.88,,,,27.4,,,,,,,,,,,,
Wet,Varari,379,3/25/2022 3:46,22,3,25,3,49,167,4.5,48.5,0.6,47.3,0,2218,9,27.5,5,2,6.03,50,134,73.06349,18.14028,255,15,47,0.975,Sniff,160.6,,,,28.16,,,,27.4,,,,,,,,,,,,
Wet,Varari,380,3/25/2022 3:51,22,3,25,3,54,140,4.5,44.3,0.7,51.4,0,2201,9,27.8,4,2,6.06,50,134,55.92514,16.12313,255,15,48,1.16,Sniff,123.2,,,,21.56,,,,27.5,,,,,,,,,,,,
Wet,Varari,381,3/25/2022 3:56,22,3,25,3,59,154,4.5,45.5,0.7,49.4,0,2201,9,27.8,4,2,6.09,50,134,63.14128,17.00512,255,15,49,1.09,Sniff,140.8,,,,24.42,,,,27.5,,,,,,,,,,,,
Wet,Varari,382,3/25/2022 4:01,22,3,25,4,4,177,4.5,46.9,1.1,48.6,0.6,2218,8,27.8,4,2,6.03,50,134,75.28345,18.44018,255,15,50,1.04,Sniff,165,,,,28.82,,,,27.4,,,,,,,,,,,,
Wet,Varari,383,3/25/2022 4:06,22,3,25,4,9,162,4.5,45.1,1.2,51.2,0,2218,8,27.5,5,2,6.06,50,134,65.84734,17.32295,255,15,51,1.14,Sniff,145.2,,,,25.52,,,,27.4,,,,,,,,,,,,
Wet,Varari,384,3/25/2022 4:11,22,3,25,4,14,164,4.5,45.7,1.2,44.5,0.6,2218,8,27.5,4,2,6,50,134,66.74937,17.53126,255,15,52,0.974,Sniff,147.4,,,,25.96,,,,27.4,,,,,,,,,,,,
Wet,Varari,385,3/25/2022 4:16,22,3,25,4,19,141,4.5,42.6,1.4,51.8,0.7,2218,8,27.5,4,2,6.06,50,134,54.1211,15.89401,255,15,53,1.22,Sniff,118.8,,,,20.9,,,,27.2,,,,,,,,,,,,
Wet,Varari,386,3/25/2022 4:21,22,3,25,4,24,161,4.5,49.1,0.6,45.4,0.6,2236,9,27.5,4,2,6.06,50,134,71.25946,17.93983,255,15,54,0.925,Sniff,156.2,,,,27.5,,,,27.3,,,,,,,,,,,,
Wet,Varari,387,3/25/2022 4:26,22,3,25,4,29,180,4.5,51.1,1.1,43.3,0.6,2218,8,27.5,4,1,6.03,50,134,82.53968,19.30821,255,15,55,0.847,Sniff,182.6,,,,31.9,,,,27.4,,,,,,,,,,,,
Wet,Varari,388,3/25/2022 4:31,22,3,25,4,34,178,4.5,46.6,2.3,47.2,0,2218,9,27.5,4,2,6.06,50,134,75.28345,18.44018,255,15,56,1.01,Sniff,165,,,,28.82,,,,27.4,,,,,,,,,,,,
Wet,Varari,389,3/25/2022 4:36,22,3,25,4,39,146,4.5,38.4,1.4,56.9,0.7,2218,8,27.5,5,2,6.03,50,134,50.51303,15.42422,255,15,57,1.48,Sniff,110,,,,19.36,,,,27.3,,,,,,,,,,,,
Wet,Varari,390,3/25/2022 4:41,22,3,25,4,44,136,4.5,41.9,0.7,54.4,0,2218,8,27.5,4,2,6,50,134,51.41505,15.54317,255,15,58,1.3,Sniff,114.4,,,,19.8,,,,27.4,,,,,,,,,,,,
Wet,Varari,391,3/25/2022 4:46,22,3,25,4,49,138,4.5,39.1,0.7,59.4,0,2201,9,27.5,4,1,6.03,50,134,48.70899,15.18313,255,15,59,1.52,Sniff,107.8,,,,18.92,,,,27.2,,,,,,,,,,,,
Wet,Varari,392,3/25/2022 4:51,22,3,25,4,54,170,4.5,35.3,1.2,57.7,2.4,2218,9,27.5,4,1,6.03,50,134,52.60771,16.09797,255,15,60,1.63,Sniff,114.4,,,,20.24,,,,27.3,,,,,,,,,,,,
Wet,Varari,393,3/25/2022 4:56,22,3,25,4,59,97,4.5,45.4,1,50.5,1,2218,8,27.5,4,2,6,50,134,39.47074,13.82948,255,15,61,1.11,Sniff,85.8,,,,15.18,,,,27.2,,,,,,,,,,,,
Wet,Varari,394,3/25/2022 5:01,22,3,25,5,4,103,4.5,32.1,1,65.1,0,2218,9,27.5,4,1,6,50,134,29.60305,12.25558,255,15,62,2.03,Sniff,66,,,,11.66,,,,27.2,,,,,,,,,,,,
Wet,Varari,395,3/25/2022 5:06,22,3,25,5,9,116,4.5,20.7,1.7,77.6,0,2218,9,27.5,4,1,6,50,134,21.52949,10.76475,255,15,63,3.75,Sniff,48.4,,,,8.36,,,,27.2,,,,,,,,,,,,
Wet,Varari,396,3/25/2022 5:11,22,3,25,5,14,87,4.5,19.6,0,75.9,1.2,2218,8,27.5,4,1,5.97,50,134,15.16672,9.35455,255,15,64,3.87,Sniff,32.78,,,,5.72,,,,27.2,,,,,,,,,,,,
Wet,Varari,397,3/25/2022 5:16,22,3,25,5,19,94,4.5,22.4,3.2,72.4,0,2218,8,27.5,4,1,5.97,50,134,18.73536,10.15352,255,15,65,3.23,Sniff,44,,,,7.48,,,,27.1,,,,,,,,,,,,
Wet,Varari,398,3/25/2022 5:21,22,3,25,5,24,89,4.5,18,4.5,75.3,0,2218,9,27.5,4,1,5.97,50,134,14.27456,9.141263,255,15,66,4.18,Sniff,31.9,,,,5.72,,,,27.2,,,,,,,,,,,,
Wet,Varari,399,3/25/2022 5:26,22,3,25,5,29,76,4.5,25,4,67.1,0,2218,9,27.5,4,1,5.91,50,134,16.95104,9.764043,255,15,67,2.68,Sniff,37.84,,,,6.6,,,,27.1,,,,,,,,,,,,
Wet,Varari,400,3/25/2022 5:31,22,3,25,5,34,91,4.5,17.6,2.2,76.9,1.1,2236,9,27.5,4,2,5.85,50,134,13.3824,9.141263,255,15,68,4.37,Sniff,30.8,,,,5.5,,,,27.3,,,,,,,,,,,,
Wet,Varari,401,3/25/2022 5:36,22,3,25,5,39,70,4.5,17.2,1.4,78.6,1.4,2201,9,27.5,4,2,5.81,50,134,10.70592,8.217778,255,15,69,4.57,Sniff,22.88,,,,3.96,,,,27.2,,,,,,,,,,,,
Wet,Varari,402,3/25/2022 5:41,22,3,25,5,44,81,4.5,18.5,1.2,76.6,1.2,2218,9,27.5,4,1,5.78,50,134,13.3824,8.921603,255,15,70,4.14,Sniff,28.82,,,,5.06,,,,27.2,,,,,,,,,,,,
Wet,Varari,403,3/25/2022 5:46,22,3,25,5,49,77,4.5,28.6,0,71.4,0,2218,9,27.5,4,1,5.78,50,134,19.62753,10.34162,255,15,71,2.5,Sniff,44,,,,7.7,,,,27.2,,,,,,,,,,,,
Wet,Varari,4,3/28/2022 16:57,22,3,28,16,57,98,4.5,88.8,2.1,4.1,0,2218,9,32,7,2,6.3,50,134,77.61793,18.52273,255,16,4,0.0462,Sniff,173.8,,,,28.6,,,,29.8,,,,,,,,,,,,
Wet,Varari,5,3/28/2022 17:02,22,3,28,17,2,102,4.5,88.2,2,4.9,1,2218,8,32.3,7,2,6.3,50,134,80.29443,18.80565,255,16,5,0.0556,Sniff,178.2,,,,29.48,,,,29.8,,,,,,,,,,,,
Wet,Varari,6,3/28/2022 17:07,22,3,28,17,7,109,4.5,82.6,0,7.4,0,2218,8,32.3,7,2,6.3,50,134,80.29443,18.80565,255,16,6,0.0896,Sniff,180.4,,,,29.7,,,,29.8,,,,,,,,,,,,
Wet,Varari,7,3/28/2022 17:12,22,3,28,17,12,135,4.5,80.8,2.2,11.9,0,2218,9,32.3,7,2,6.3,50,134,97.77978,20.61106,255,16,7,0.147,Sniff,217.8,,,,35.86,,,,29.8,,,,,,,,,,,,
Wet,Varari,8,3/28/2022 17:17,22,3,28,17,17,128,4.5,82,0.8,16.4,0,2201,9,32.3,6,2,6.27,50,134,94.19153,20.26577,255,16,8,0.2,Sniff,220,,,,34.76,,,,29.6,,,,,,,,,,,,
Wet,Varari,9,3/28/2022 17:22,22,3,28,17,22,139,4.5,67.6,0.7,28.1,0,2218,9,32.3,6,2,6.3,50,134,84.78974,19.38761,255,16,9,0.416,Sniff,187,,,,31.02,,,,29.7,,,,,,,,,,,,
Wet,Varari,10,3/28/2022 17:27,22,3,28,17,27,134,4.5,77.6,0.8,17.9,0,2218,8,32.3,6,2,6.3,50,134,93.29446,20.17843,255,16,10,0.231,Sniff,198,,,,34.32,,,,29.7,,,,,,,,,,,,
Wet,Varari,11,3/28/2022 17:32,22,3,28,17,32,151,4.5,76.2,2.7,15.2,0.7,2201,9,32.3,6,2,6.3,50,134,102.8301,21.2341,255,16,11,0.199,Sniff,228.8,,,,37.84,,,,29.7,,,,,,,,,,,,
Wet,Varari,12,3/28/2022 17:37,22,3,28,17,37,160,4.5,65.6,1.3,28.8,0,2218,8,32.3,6,2,6.3,50,134,94.71191,20.37773,255,16,12,0.439,Sniff,220,,,,34.54,,,,29.7,,,,,,,,,,,,
